"Gene","Module"
"CLEC1B","grey"
"CLEC20A","turquoise"
"CLEC2A","grey"
"CLEC2B","pink"
"CLEC2D","pink"
"CLEC3A","grey"
"CLEC3B","grey"
"CLEC4A","pink"
"CLEC4C","grey"
"CLEC4D","grey"
"CLEC4E","grey"
"CLEC4F","grey"
"CLEC4G","grey"
"CLEC4GP1","turquoise"
"CLEC4M","grey"
"CLEC5A","grey"
"CLEC6A","grey"
"CLEC7A","pink"
"CLEC9A","grey"
"CLECL1P","grey"
"CLGN","grey"
"CLHC1","blue"
"CLIC1","grey"
"CLIC2","pink"
"CLIC3","grey"
"CLIC4","green"
"CLIC5","grey"
"CLIC6","grey"
"CLINT1","grey"
"CLIP1","grey"
"CLIP2","grey"
"CLIP3","grey"
"CLIP4","blue"
"CLK1","blue"
"CLK2","brown"
"CLK2P1","grey"
"CLK3","brown"
"CLK4","blue"
"CLLU1","grey"
"CLLU1-AS1","grey"
"CLMN","grey"
"CLMP","grey"
"CLN3","brown"
"CLN5","grey"
"CLN6","brown"
"CLN8","grey"
"CLNK","red"
"CLNS1A","brown"
"CLOCK","grey"
"CLP1","grey"
"CLPB","grey"
"CLPP","brown"
"CLPS","yellow"
"CLPSL2","turquoise"
"CLPTM1","brown"
"CLPTM1L","blue"
"CLPX","blue"
"CLRN1","grey"
"CLRN2","grey"
"CLRN3","grey"
"CLSPN","purple"
"CLSTN1","grey"
"CLSTN2","grey"
"CLSTN3","magenta"
"CLTA","grey"
"CLTB","black"
"CLTC","blue"
"CLTCL1","grey"
"CLTRN","grey"
"CLU","grey"
"CLUAP1","blue"
"CLUH","brown"
"CLUHP3","brown"
"CLUL1","grey"
"CLVS1","grey"
"CLVS2","grey"
"CLXN","grey"
"CLYBL","grey"
"CMA1","grey"
"CMAHP","salmon"
"CMAS","blue"
"CMBL","grey"
"CMC1","grey"
"CMC2","brown"
"CMC4","grey"
"CMIP","magenta"
"CMKLR1","red"
"CMKLR2","grey"
"CMPK1","grey"
"CMPK2","grey"
"CMSS1","grey"
"CMTM2","grey"
"CMTM3","magenta"
"CMTM4","grey"
"CMTM5","turquoise"
"CMTM6","blue"
"CMTM7","grey"
"CMTM8","yellow"
"CMTR1","grey"
"CMTR2","blue"
"CMYA5","midnightblue"
"CNBD1","grey"
"CNBD2","grey"
"CNBP","brown"
"CNDP1","grey"
"CNDP2","grey"
"CNEP1R1","grey"
"CNFN","turquoise"
"CNGA1","grey"
"CNGA2","turquoise"
"CNGA3","grey"
"CNGA4","grey"
"CNGB1","turquoise"
"CNGB3","grey"
"CNIH1","grey"
"CNIH2","greenyellow"
"CNIH3","grey"
"CNIH4","grey"
"CNKSR1","grey"
"CNKSR2","grey"
"CNKSR3","yellow"
"CNMD","grey"
"CNN1","grey"
"CNN2","magenta"
"CNN3","green"
"CNNM1","grey"
"CNNM2","grey"
"CNNM3","yellow"
"CNNM4","grey"
"CNOT1","brown"
"CNOT10","blue"
"CNOT11","grey"
"CNOT2","brown"
"CNOT3","brown"
"CNOT4","brown"
"CNOT6","blue"
"CNOT6L","grey"
"CNOT7","grey"
"CNOT8","blue"
"CNOT9","brown"
"CNP","brown"
"CNPPD1","brown"
"CNPY1","grey"
"CNPY3","brown"
"CNPY4","green"
"CNR1","grey"
"CNR2","red"
"CNRIP1","grey"
"CNST","brown"
"CNTD1","yellow"
"CNTF","grey"
"CNTFR","grey60"
"CNTLN","turquoise"
"CNTN1","grey"
"CNTN2","turquoise"
"CNTN3","grey"
"CNTN4","grey"
"CNTN5","greenyellow"
"CNTN6","grey"
"CNTNAP1","grey"
"CNTNAP2","grey"
"CNTNAP3B","grey"
"CNTNAP4","grey"
"CNTNAP5","grey"
"CNTRL","pink"
"CNTROB","grey"
"COA1","grey"
"COA3","yellow"
"COA4","grey"
"COA5","blue"
"COA6","grey"
"COA7","brown"
"COA8","blue"
"COASY","grey"
"COBL","lightcyan"
"COBLL1","yellow"
"COCH","grey"
"COG1","brown"
"COG2","blue"
"COG3","blue"
"COG4","turquoise"
"COG5","grey"
"COG6","blue"
"COG7","green"
"COIL","turquoise"
"COL10A1","green"
"COL11A1","grey"
"COL11A2","turquoise"
"COL12A1","green"
"COL13A1","grey"
"COL14A1","midnightblue"
"COL15A1","grey"
"COL16A1","grey"
"COL17A1","black"
"COL18A1","turquoise"
"COL18A1-AS1","turquoise"
"COL19A1","grey"
"COL1A1","green"
"COL1A2","green"
"COL20A1","turquoise"
"COL21A1","grey"
"COL22A1","grey"
"COL23A1","turquoise"
"COL24A1","grey"
"COL25A1","grey"
"COL25A1-DT","grey"
"COL26A1","turquoise"
"COL27A1","grey"
"COL28A1","grey"
"COL2A1","turquoise"
"COL3A1","green"
"COL4A1","green"
"COL4A2","green"
"COL4A3","grey"
"COL4A4","grey"
"COL4A5","grey"
"COL4A6","turquoise"
"COL5A1","green"
"COL5A2","green"
"COL5A3","grey"
"COL6A1","grey"
"COL6A2","grey"
"COL6A3","green"
"COL6A5","grey"
"COL6A6","grey"
"COL7A1","grey"
"COL8A1","green"
"COL8A2","grey"
"COL9A1","grey"
"COL9A2","turquoise"
"COL9A3","turquoise"
"COLCA1","grey"
"COLEC10","grey"
"COLEC11","grey"
"COLEC12","grey"
"COLGALT1","magenta"
"COLGALT2","grey"
"COLQ","grey"
"COMMD1","grey"
"COMMD10","grey"
"COMMD2","grey"
"COMMD3-BMI1","blue"
"COMMD4","grey"
"COMMD5","grey"
"COMMD6","grey"
"COMMD7","brown"
"COMMD8","grey"
"COMMD9","grey"
"COMP","green"
"COMT","grey"
"COMTD1","yellow"
"COP1","blue"
"COPA","grey"
"COPB1","blue"
"COPB2","blue"
"COPE","brown"
"COPG1","brown"
"COPRS","brown"
"COPS2","grey"
"COPS3","grey"
"COPS4","turquoise"
"COPS5","blue"
"COPS6","grey"
"COPS7A","brown"
"COPS7B","grey"
"COPS8","grey"
"COPS9","brown"
"COPZ1","grey"
"COPZ2","midnightblue"
"COQ10A","yellow"
"COQ10B","grey"
"COQ2","grey"
"COQ3","grey"
"COQ4","grey"
"COQ5","grey"
"COQ6","blue"
"COQ7","brown"
"COQ8A","yellow"
"COQ8B","grey"
"COQ9","grey"
"CORIN","green"
"CORO1A","red"
"CORO1B","brown"
"CORO1C","green"
"CORO2A","black"
"CORO2B","grey"
"CORO6","turquoise"
"CORO7","blue"
"CORO7-PAM16","turquoise"
"COTL1","grey"
"COX10","brown"
"COX11","grey"
"COX14","grey"
"COX15","grey"
"COX17","blue"
"COX18","blue"
"COX19","blue"
"COX20","grey"
"COX4I1","brown"
"COX4I2","turquoise"
"COX5A","grey"
"COX5B","brown"
"COX6A1","brown"
"COX6A2","turquoise"
"COX6B1","brown"
"COX6B2","grey"
"COX6C","blue"
"COX7A1","grey"
"COX7A2","grey"
"COX7A2L","grey"
"COX7B","grey"
"COX7B2","grey"
"COX7C","grey"
"COX8A","brown"
"COX8C","turquoise"
"CP","grey"
"CPA1","yellow"
"CPA2","yellow"
"CPA3","grey"
"CPA4","grey"
"CPA5","turquoise"
"CPA6","grey"
"CPAMD8","turquoise"
"CPAP","blue"
"CPB1","yellow"
"CPB2","grey"
"CPD","grey"
"CPE","grey"
"CPEB1","grey"
"CPEB2","blue"
"CPEB3","blue"
"CPEB4","grey"
"CPED1","midnightblue"
"CPLANE1","grey"
"CPLANE2","turquoise"
"CPLX1","turquoise"
"CPLX2","grey"
"CPLX3","turquoise"
"CPLX4","grey"
"CPM","grey"
"CPN1","turquoise"
"CPN2","turquoise"
"CPNE2","magenta"
"CPNE3","brown"
"CPNE4","grey"
"CPNE5","grey"
"CPNE6","turquoise"
"CPNE7","grey"
"CPNE8","green"
"CPNE9","grey"
"CPO","grey"
"CPOX","blue"
"CPPED1","grey"
"CPQ","grey"
"CPS1","grey"
"CPS1-IT1","cyan"
"CPSF1","grey"
"CPSF2","blue"
"CPSF3","blue"
"CPSF4","grey"
"CPSF4L","grey"
"CPSF6","blue"
"CPSF7","grey"
"CPT1A","grey"
"CPT1B","brown"
"CPT1C","grey"
"CPT2","grey"
"CPTP","grey"
"CPVL","pink"
"CPXCR1","grey"
"CPXM1","salmon"
"CPXM2","midnightblue"
"CPZ","grey"
"CR1","pink"
"CR1L","red"
"CR2","red"
"CRABP1","grey"
"CRABP2","grey"
"CRACD","grey"
"CRACDL","turquoise"
"CRACR2A","grey"
"CRACR2B","yellow"
"CRADD","grey"
"CRAMP1","grey"
"CRAT","yellow"
"CRB1","grey"
"CRB2","turquoise"
"CRB3","turquoise"
"CRBN","blue"
"CRCP","grey"
"CRCT1","grey"
"CREB1","turquoise"
"CREB3","brown"
"CREB3L1","grey"
"CREB3L2","brown"
"CREB3L3","cyan"
"CREB3L4","grey"
"CREB5","grey"
"CREBBP","brown"
"CREBL2","grey"
"CREBRF","grey"
"CREBZF","brown"
"CREG1","brown"
"CREG2","grey"
"CRELD1","grey"
"CRELD2","grey"
"CREM","grey"
"CRH","grey"
"CRHBP","grey"
"CRHR1","turquoise"
"CRHR2","turquoise"
"CRIM1","grey"
"CRIP1","blue"
"CRIP2","grey"
"CRIP3","turquoise"
"CRIPT","grey"
"CRIPTO","grey"
"CRIPTO3","grey"
"CRISP1","grey"
"CRISP2","grey"
"CRISP3","grey"
"CRISPLD1","midnightblue"
"CRISPLD2","midnightblue"
"CRK","grey"
"CRKL","grey"
"CRLF1","turquoise"
"CRLF2","grey"
"CRLF3","pink"
"CRLS1","grey"
"CRMA","turquoise"
"CRMP1","greenyellow"
"CRNKL1","blue"
"CRNN","turquoise"
"CROCC","turquoise"
"CROCCP2","grey"
"CROCCP3","grey"
"CROT","blue"
"CRP","grey"
"CRSP8P","magenta"
"CRTAC1","turquoise"
"CRTAM","grey"
"CRTAP","brown"
"CRTC1","blue"
"CRTC2","brown"
"CRTC3","brown"
"CRX","turquoise"
"CRY1","brown"
"CRY2","grey"
"CRYAA","turquoise"
"CRYAB","tan"
"CRYBA1","grey"
"CRYBA2","greenyellow"
"CRYBA4","turquoise"
"CRYBB1","turquoise"
"CRYBB2","turquoise"
"CRYBB2P1","grey"
"CRYBB3","turquoise"
"CRYBG1","blue"
"CRYBG2","grey"
"CRYBG3","blue"
"CRYGA","grey"
"CRYGB","grey"
"CRYGC","grey"
"CRYGD","grey"
"CRYGN","grey"
"CRYL1","grey"
"CRYM","grey"
"CRYZ","lightcyan"
"CRYZL1","turquoise"
"CS","brown"
"CSAD","grey"
"CSAG1","grey"
"CSAG3","grey"
"CSDC2","turquoise"
"CSDE1","turquoise"
"CSE1L","grey"
"CSF1","grey"
"CSF1R","red"
"CSF2","grey"
"CSF2RA","pink"
"CSF2RB","red"
"CSF3","grey"
"CSF3R","grey"
"CSGALNACT1","grey"
"CSGALNACT2","green"
"CSH1","grey"
"CSH2","turquoise"
"CSHL1","grey"
"CSK","grey"
"CSMD1","turquoise"
"CSMD2","grey"
"CSMD3","grey"
"CSN1S1","grey"
"CSN1S2AP","grey"
"CSN2","grey"
"CSN3","grey"
"CSNK1A1","blue"
"CSNK1A1L","turquoise"
"CSNK1A1P1","grey"
"CSNK1D","grey"
"CSNK1E","brown"
"CSNK1G1","grey"
"CSNK1G2","brown"
"CSNK1G2-AS1","grey"
"CSNK1G3","grey"
"CSNK2A1","turquoise"
"CSNK2A2","grey"
"CSNK2A3","turquoise"
"CSNK2B","turquoise"
"CSPG4","grey"
"CSPG4P1Y","grey"
"CSPG4P5","blue"
"CSPG5","grey"
"CSPP1","grey"
"CSRNP1","grey"
"CSRNP2","grey"
"CSRNP3","greenyellow"
"CSRP1","brown"
"CSRP2","grey"
"CSRP3","grey"
"CST1","grey"
"CST11","turquoise"
"CST13P","brown"
"CST2","grey"
"CST3","brown"
"CST4","grey"
"CST5","grey"
"CST6","grey"
"CST7","red"
"CST8","turquoise"
"CST9","grey"
"CST9L","grey"
"CSTA","grey"
"CSTB","green"
"CSTF1","grey"
"CSTF2","purple"
"CSTF2T","turquoise"
"CSTF3","blue"
"CSTL1","grey"
"CSTPP1","grey"
"CT45A1","grey"
"CT47A10","turquoise"
"CT47B1","grey"
"CT55","grey"
"CT75","grey"
"CT83","grey"
"CTAG1B","turquoise"
"CTAG2","grey"
"CTAGE1","grey"
"CTAGE10P","grey"
"CTAGE15","grey"
"CTAGE3P","grey"
"CTAGE7P","grey"
"CTBP1","brown"
"CTBP1-DT","brown"
"CTBP2","grey"
"CTBS","grey"
"CTC-338M12.4","grey"
"CTC1","grey"
"CTCF","blue"
"CTCFL","grey"
"CTDNEP1","grey"
"CTDP1","turquoise"
"CTDP1-DT","turquoise"
"CTDSP1","brown"
"CTDSP2","grey"
"CTDSPL","grey"
"CTDSPL2","brown"
"CTF1","turquoise"
"CTH","yellow"
"CTHRC1","green"
"CTIF","salmon"
"CTLA4","red"
"CTNNA1","green"
"CTNNA2","grey"
"CTNNA3","grey"
"CTNNAL1","grey"
"CTNNB1","green"
"CTNNBIP1","grey"
"CTNNBL1","blue"
"CTNND1","black"
"CTNND2","yellow"
"CTNS","grey"
"CTPS1","blue"
"CTPS2","grey"
"CTR9","blue"
"CTRB1","yellow"
"CTRB2","yellow"
"CTRC","yellow"
"CTRL","yellow"
"CTSA","magenta"
"CTSB","green"
"CTSC","grey"
"CTSD","brown"
"CTSE","black"
"CTSF","grey"
"CTSG","grey"
"CTSH","grey"
"CTSK","green"
"CTSL","green"
"CTSL3P","grey"
"CTSO","grey"
"CTSS","pink"
"CTSV","grey"
"CTSW","red"
"CTSZ","green"
"CTTN","green"
"CTTNBP2","yellow"
"CTTNBP2NL","green"
"CTU1","turquoise"
"CTU2","turquoise"
"CTXN1","turquoise"
"CTXN3","turquoise"
"CUBN","grey"
"CUEDC1","grey"
"CUEDC2","grey"
"CUL1","turquoise"
"CUL2","turquoise"
"CUL3","turquoise"
"CUL4A","blue"
"CUL4B","blue"
"CUL5","blue"
"CUL7","brown"
"CUL9","brown"
"CUTA","grey"
"CUTC","blue"
"CUX1","brown"
"CUX2","turquoise"
"CUZD1","yellow"
"CWC15","grey"
"CWC22","blue"
"CWC25","grey"
"CWC27","turquoise"
"CWF19L1","blue"
"CWF19L2","blue"
"CWH43","grey"
"CX3CL1","blue"
"CX3CR1","grey"
"CXADR","lightcyan"
"CXCL1","grey"
"CXCL10","grey"
"CXCL11","grey"
"CXCL12","grey"
"CXCL13","red"
"CXCL14","grey"
"CXCL16","grey"
"CXCL17","grey"
"CXCL2","grey"
"CXCL3","grey"
"CXCL5","grey"
"CXCL6","grey"
"CXCL8","grey"
"CXCL9","grey"
"CXCR1","grey"
"CXCR2","grey"
"CXCR3","red"
"CXCR4","pink"
"CXCR5","red"
"CXCR6","grey"
"CXXC1","grey"
"CXXC1P1","turquoise"
"CXXC4","yellow"
"CXXC5","grey"
"CXorf38","grey"
"CXorf58","grey"
"CXorf65","red"
"CXorf66","grey"
"CYB561","grey"
"CYB561A3","grey"
"CYB561D1","grey"
"CYB561D2","grey"
"CYB5A","yellow"
"CYB5B","grey"
"CYB5D1","grey"
"CYB5D2","blue"
"CYB5R1","grey"
"CYB5R2","grey"
"CYB5R3","brown"
"CYB5R4","pink"
"CYB5RL","grey"
"CYBA","grey"
"CYBB","pink"
"CYBC1","grey"
"CYBRD1","midnightblue"
"CYC1","grey"
"CYCS","blue"
"CYFIP1","grey"
"CYFIP2","red"
"CYGB","blue"
"CYLC1","grey"
"CYLC2","grey"
"CYLD","blue"
"CYP11A1","grey"
"CYP11B1","turquoise"
"CYP11B2","grey"
"CYP17A1","grey"
"CYP19A1","grey"
"CYP1A1","grey"
"CYP1A2","turquoise"
"CYP1B1","green"
"CYP1B1-AS1","grey"
"CYP20A1","blue"
"CYP21A2","turquoise"
"CYP24A1","grey"
"CYP26A1","grey"
"CYP26B1","grey"
"CYP26C1","turquoise"
"CYP27A1","red"
"CYP27B1","grey"
"CYP27C1","grey"
"CYP2A13","turquoise"
"CYP2A6","grey"
"CYP2A7","turquoise"
"CYP2B6","grey"
"CYP2B7P","grey"
"CYP2C18","grey"
"CYP2C19","grey"
"CYP2C8","grey"
"CYP2C9","grey"
"CYP2D6","grey"
"CYP2D7","blue"
"CYP2E1","yellow"
"CYP2F1","grey"
"CYP2G1P","grey"
"CYP2J2","grey"
"CYP2R1","blue"
"CYP2S1","black"
"CYP2U1","grey"
"CYP2W1","turquoise"
"CYP39A1","blue"
"CYP3A4","cyan"
"CYP3A43","grey"
"CYP3A5","black"
"CYP3A7","grey"
"CYP46A1","blue"
"CYP4A11","grey"
"CYP4A22","grey"
"CYP4B1","grey"
"CYP4F11","grey"
"CYP4F12","grey"
"CYP4F2","cyan"
"CYP4F22","grey"
"CYP4F29P","grey"
"CYP4F3","grey"
"CYP4F30P","grey"
"CYP4F35P","grey"
"CYP4F8","grey"
"CYP4V2","yellow"
"CYP4X1","grey"
"CYP4Z1","grey"
"CYP4Z2P","grey"
"CYP51A1","grey"
"CYP7A1","grey"
"CYP7B1","grey"
"CYP8B1","grey"
"CYREN","grey"
"CYRIA","pink"
"CYRIB","grey"
"CYS1","turquoise"
"CYSLTR1","pink"
"CYSLTR2","grey"
"CYSRT1","turquoise"
"CYSTM1","grey"
"CYTH1","grey"
"CYTH2","grey"
"CYTH3","green"
"CYTH4","red"
"CYTIP","pink"
"CYTL1","turquoise"
"CYTOR","grey"
"CYYR1","tan"
"CZ1P-ASNS","grey"
"CZIB","grey"
"D2HGDH","turquoise"
"DAAM1","grey"
"DAAM2","tan"
"DAB1","grey"
"DAB2","salmon"
"DAB2IP","grey"
"DACH1","greenyellow"
"DACH2","grey"
"DACT1","green"
"DACT2","grey"
"DACT3","turquoise"
"DAD1","brown"
"DAG1","grey"
"DAGLA","brown"
"DAGLB","magenta"
"DALRD3","grey"
"DAND5","turquoise"
"DANT2","turquoise"
"DAO","turquoise"
"DAOA","grey"
"DAOA-AS1","grey"
"DAP","brown"
"DAP3","blue"
"DAPK1","grey"
"DAPK2","grey"
"DAPK3","grey"
"DAPL1","grey"
"DAPP1","grey"
"DARS1","grey"
"DARS2","blue"
"DAW1","grey"
"DAXX","grey"
"DAZ2","grey"
"DAZAP1","grey"
"DAZAP2","brown"
"DAZL","grey"
"DBF4","grey"
"DBF4B","turquoise"
"DBH","turquoise"
"DBI","blue"
"DBIL5P","grey"
"DBIL5P2","grey"
"DBN1","green"
"DBNDD1","turquoise"
"DBNDD2","grey"
"DBNL","magenta"
"DBP","grey"
"DBR1","blue"
"DBT","blue"
"DBX1","turquoise"
"DBX2","grey"
"DCAF1","turquoise"
"DCAF10","blue"
"DCAF11","grey"
"DCAF12","turquoise"
"DCAF12L1","turquoise"
"DCAF12L2","grey"
"DCAF13","brown"
"DCAF15","grey"
"DCAF16","brown"
"DCAF17","grey"
"DCAF4","grey"
"DCAF4L1","grey"
"DCAF4L2","turquoise"
"DCAF5","grey"
"DCAF6","turquoise"
"DCAF7","brown"
"DCAF8","grey"
"DCAF8L1","grey"
"DCAF8L2","grey"
"DCAKD","brown"
"DCBLD1","green"
"DCBLD2","green"
"DCC","grey"
"DCD","turquoise"
"DCDC1","grey"
"DCDC2","yellow"
"DCHS1","grey"
"DCHS2","grey"
"DCK","pink"
"DCLK1","tan"
"DCLK2","grey"
"DCLK3","grey"
"DCLRE1A","blue"
"DCLRE1B","grey"
"DCLRE1C","grey"
"DCN","midnightblue"
"DCP1A","brown"
"DCP1B","brown"
"DCP2","blue"
"DCPS","grey"
"DCST1","grey"
"DCST2","turquoise"
"DCSTAMP","grey"
"DCT","grey"
"DCTD","blue"
"DCTN1","grey"
"DCTN2","turquoise"
"DCTN3","grey"
"DCTN4","grey"
"DCTN5","brown"
"DCTN6","grey"
"DCTPP1","grey"
"DCUN1D1","grey"
"DCUN1D2","blue"
"DCUN1D3","grey"
"DCUN1D4","grey"
"DCUN1D5","blue"
"DCX","grey"
"DCXR","brown"
"DDA1","brown"
"DDAH1","grey"
"DDAH2","grey"
"DDB1","turquoise"
"DDB2","brown"
"DDC","yellow"
"DDC-AS1","turquoise"
"DDHD1","pink"
"DDHD2","turquoise"
"DDI1","grey"
"DDIAS","purple"
"DDIT3","grey"
"DDIT4","grey"
"DDIT4L","grey"
"DDN","turquoise"
"DDO","grey"
"DDOST","brown"
"DDR1","grey"
"DDR2","midnightblue"
"DDRGK1","grey"
"DDT","brown"
"DDTL","blue"
"DDX1","blue"
"DDX10","blue"
"DDX11","blue"
"DDX11L2","grey"
"DDX17","grey"
"DDX18","blue"
"DDX19A","grey"
"DDX19B","grey"
"DDX20","grey"
"DDX21","brown"
"DDX23","turquoise"
"DDX24","grey"
"DDX25","greenyellow"
"DDX27","blue"
"DDX28","grey"
"DDX31","blue"
"DDX39A","grey"
"DDX39B","grey"
"DDX3X","brown"
"DDX3Y","grey"
"DDX4","grey"
"DDX41","magenta"
"DDX42","brown"
"DDX43","grey"
"DDX46","blue"
"DDX49","turquoise"
"DDX5","brown"
"DDX50","brown"
"DDX51","turquoise"
"DDX52","grey"
"DDX53","grey"
"DDX54","blue"
"DDX55","brown"
"DDX56","brown"
"DDX59","blue"
"DDX6","grey"
"DDX60","lightgreen"
"DDX60L","blue"
"DEAF1","blue"
"DECR1","blue"
"DEDD","brown"
"DEDD2","brown"
"DEF6","red"
"DEF8","blue"
"DEFA1B","grey"
"DEFA4","turquoise"
"DEFA5","cyan"
"DEFA6","cyan"
"DEFB1","yellow"
"DEFB103A","grey"
"DEFB104B","grey"
"DEFB105B","grey"
"DEFB106B","grey"
"DEFB107A","grey"
"DEFB108B","grey"
"DEFB109B","grey"
"DEFB110","grey"
"DEFB112","grey"
"DEFB113","grey"
"DEFB114","grey"
"DEFB115","grey"
"DEFB116","grey"
"DEFB118","grey"
"DEFB119","grey"
"DEFB121","grey"
"DEFB123","grey"
"DEFB124","grey"
"DEFB125","grey"
"DEFB126","grey"
"DEFB127","grey"
"DEFB128","grey"
"DEFB129","grey"
"DEFB130A","grey"
"DEFB131A","grey"
"DEFB132","turquoise"
"DEFB133","grey"
"DEFB134","grey"
"DEFB135","grey"
"DEFB136","grey"
"DEFB4A","grey"
"DEFT1P","grey"
"DEGS1","grey"
"DEGS2","turquoise"
"DEK","blue"
"DELE1","grey"
"DELEC1","grey"
"DENND10","turquoise"
"DENND10P1","grey"
"DENND11","grey"
"DENND1A","grey"
"DENND1B","grey"
"DENND1C","red"
"DENND2A","grey"
"DENND2B","grey"
"DENND2C","grey"
"DENND2D","red"
"DENND3","yellow"
"DENND4A","grey"
"DENND4B","brown"
"DENND4C","turquoise"
"DENND5A","grey"
"DENND5B","grey"
"DENND6A","blue"
"DENND6B","turquoise"
"DENR","blue"
"DEPDC1","purple"
"DEPDC1B","purple"
"DEPDC4","yellow"
"DEPDC5","brown"
"DEPDC7","grey"
"DEPP1","grey"
"DEPTOR","grey"
"DERA","blue"
"DERL1","brown"
"DERL2","grey"
"DERL3","grey"
"DES","grey"
"DESI1","brown"
"DESI2","grey"
"DET1","grey"
"DEUP1","grey"
"DEXI","grey"
"DFFA","grey"
"DFFB","grey"
"DGAT1","grey"
"DGAT2","grey60"
"DGAT2L6","grey"
"DGCR2","brown"
"DGCR5","yellow"
"DGCR6","turquoise"
"DGCR6L","turquoise"
"DGCR8","blue"
"DGKA","grey"
"DGKB","grey"
"DGKD","grey"
"DGKE","blue"
"DGKG","grey"
"DGKH","green"
"DGKI","grey"
"DGKK","turquoise"
"DGKQ","turquoise"
"DGKZ","blue"
"DGLUCY","grey"
"DGUOK","brown"
"DHCR24","brown"
"DHCR7","grey"
"DHDDS","grey"
"DHDH","grey"
"DHFR","purple"
"DHFR2","grey"
"DHH","turquoise"
"DHODH","grey"
"DHPS","brown"
"DHRS1","grey"
"DHRS11","grey"
"DHRS12","yellow"
"DHRS13","turquoise"
"DHRS2","grey"
"DHRS3","grey"
"DHRS4","grey"
"DHRS4L2","grey"
"DHRS7","blue"
"DHRS7B","brown"
"DHRS7C","turquoise"
"DHRS9","grey"
"DHTKD1","yellow"
"DHX15","blue"
"DHX16","grey"
"DHX29","grey"
"DHX30","brown"
"DHX32","grey"
"DHX33","grey"
"DHX34","turquoise"
"DHX35","blue"
"DHX36","blue"
"DHX37","grey"
"DHX38","blue"
"DHX40","blue"
"DHX57","turquoise"
"DHX58","grey"
"DHX8","turquoise"
"DHX9","blue"
"DIABLO","grey"
"DIAPH1","blue"
"DIAPH2","grey"
"DIAPH2-AS1","grey"
"DIAPH3","purple"
"DICER1","turquoise"
"DICER1-AS1","grey"
"DIDO1","grey"
"DIMT1","grey"
"DIO1","grey"
"DIO2","grey"
"DIO3","grey"
"DIP2A","grey"
"DIP2B","blue"
"DIP2C","grey"
"DIP2C-AS1","yellow"
"DIPK1A","grey"
"DIPK1B","turquoise"
"DIPK1C","grey"
"DIPK2A","grey"
"DIPK2B","tan"
"DIRAS1","grey"
"DIRAS2","grey"
"DIRAS3","yellow"
"DIRC1","grey"
"DIS3","blue"
"DIS3L","blue"
"DIS3L2","grey"
"DISC1","grey"
"DISP1","grey"
"DISP2","grey"
"DISP3","grey"
"DIXDC1","blue"
"DKC1","brown"
"DKK1","black"
"DKK2","grey"
"DKK3","green"
"DKK4","grey"
"DKKL1","grey"
"DLAT","blue"
"DLC1","grey"
"DLD","brown"
"DLEC1","grey"
"DLEU1","grey"
"DLEU2","blue"
"DLEU2L","grey"
"DLEU7","turquoise"
"DLG1","grey"
"DLG2","tan"
"DLG3","grey"
"DLG4","grey"
"DLG5","black"
"DLG5-AS1","grey"
"DLGAP1","turquoise"
"DLGAP1-AS1","grey"
"DLGAP2","turquoise"
"DLGAP3","turquoise"
"DLGAP4","grey"
"DLGAP5","purple"
"DLK1","greenyellow"
"DLK2","grey"
"DLL1","grey"
"DLL3","turquoise"
"DLL4","grey"
"DLST","turquoise"
"DLSTP1","grey"
"DLX1","turquoise"
"DLX2","turquoise"
"DLX3","turquoise"
"DLX4","turquoise"
"DLX5","grey"
"DLX6","turquoise"
"DMAC1","brown"
"DMAC2","brown"
"DMAC2L","grey"
"DMAP1","grey"
"DMBT1","grey"
"DMBT1L1","grey"
"DMBX1","turquoise"
"DMC1","grey"
"DMD","tan"
"DMGDH","grey"
"DMKN","grey"
"DMP1","grey"
"DMPK","blue"
"DMRT1","turquoise"
"DMRT2","grey"
"DMRT3","turquoise"
"DMRTA1","turquoise"
"DMRTA2","turquoise"
"DMRTB1","turquoise"
"DMRTC1B","grey"
"DMRTC2","turquoise"
"DMTF1","turquoise"
"DMTN","grey"
"DMWD","blue"
"DMXL1","blue"
"DMXL2","turquoise"
"DNA2","blue"
"DNAAF1","grey"
"DNAAF10","blue"
"DNAAF11","grey"
"DNAAF19","grey"
"DNAAF2","grey"
"DNAAF3","turquoise"
"DNAAF4","blue"
"DNAAF5","grey"
"DNAAF6","grey"
"DNAAF8","grey"
"DNAAF9","turquoise"
"DNAH1","brown"
"DNAH10","grey"
"DNAH11","grey"
"DNAH12","grey"
"DNAH14","yellow"
"DNAH17","turquoise"
"DNAH2","grey"
"DNAH3","grey"
"DNAH5","grey"
"DNAH6","grey"
"DNAH7","grey"
"DNAH8","grey"
"DNAH9","turquoise"
"DNAI1","grey"
"DNAI2","turquoise"
"DNAI3","grey"
"DNAI4","grey"
"DNAI7","grey"
"DNAJA1","grey"
"DNAJA1P5","grey"
"DNAJA2","blue"
"DNAJA3","grey"
"DNAJA4","grey"
"DNAJB1","grey"
"DNAJB11","grey"
"DNAJB12","grey"
"DNAJB13","grey"
"DNAJB14","grey"
"DNAJB2","grey"
"DNAJB3","turquoise"
"DNAJB4","blue"
"DNAJB5","grey"
"DNAJB6","green"
"DNAJB7","cyan"
"DNAJB8","turquoise"
"DNAJB9","yellow"
"DNAJC1","grey"
"DNAJC10","blue"
"DNAJC11","grey"
"DNAJC12","yellow"
"DNAJC13","blue"
