"Gene","Module"
"DPYD","purple"
"DPYSL2","black"
"DPYSL3","black"
"DQX1","grey"
"DR1","grey"
"DRAM1","grey"
"DRAM2","grey"
"DRAP1","grey"
"DRAXIN","blue"
"DRC3","grey"
"DRD1","grey"
"DRD2","blue"
"DRD4","blue"
"DRD5P2","blue"
"DRG1","grey"
"DRG2","grey"
"DRGX","blue"
"DROSHA","turquoise"
"DRP2","grey"
"DSC2","pink"
"DSC3","grey"
"DSCAML1","grey"
"DSCC1","magenta"
"DSE","black"
"DSEL","grey"
"DSG2","pink"
"DSG3","grey"
"DSN1","grey"
"DSP","lightcyan"
"DST","turquoise"
"DSTN","grey"
"DSTNP2","turquoise"
"DTD2","grey"
"DTHD1","grey"
"DTL","magenta"
"DTNA","green"
"DTNBP1","grey"
"DTWD1","grey"
"DTWD2","grey"
"DTX1","red"
"DTX2","grey"
"DTX3L","grey"
"DTX4","pink"
"DTYMK","grey"
"DUOX1","grey"
"DUOX2","grey"
"DUOXA1","grey"
"DUOXA2","grey"
"DUS1L","grey"
"DUS2","grey"
"DUS3L","turquoise"
"DUS4L","turquoise"
"DUSP1","grey"
"DUSP10","grey"
"DUSP11","brown"
"DUSP14","grey"
"DUSP15","blue"
"DUSP16","grey"
"DUSP18","pink"
"DUSP2","grey"
"DUSP22","grey"
"DUSP26","greenyellow"
"DUSP29","blue"
"DUSP4","grey"
"DUSP5","grey"
"DUSP5P1","grey"
"DUSP6","grey"
"DUSP7","brown"
"DUSP8","turquoise"
"DUSP9","blue"
"DUX4","blue"
"DUXAP9","grey"
"DVL1","grey"
"DVL3","brown"
"DXO","turquoise"
"DYM","grey"
"DYNC1H1","turquoise"
"DYNC1I1","greenyellow"
"DYNC1I2","turquoise"
"DYNC1LI1","blue"
"DYNC1LI2","turquoise"
"DYNC2H1","turquoise"
"DYNC2I1","turquoise"
"DYNC2I2","turquoise"
"DYNC2LI1","turquoise"
"DYNLL1","grey"
"DYNLL2","brown"
"DYNLT1","green"
"DYNLT2B","grey"
"DYNLT3","turquoise"
"DYNLT4","blue"
"DYNLT5","grey"
"DYRK1A","grey"
"DYRK1B","turquoise"
"DYRK3","grey"
"DYRK4","grey"
"DYSF","yellow"
"DZIP1","yellow"
"DZIP1L","grey"
"DZIP3","grey"
"E2F3","turquoise"
"E2F4","turquoise"
"E2F5","grey"
"E2F6","turquoise"
"E2F7","grey"
"E2F8","magenta"
"EAF1","grey"
"EAF2","grey"
"EAPP","grey"
"EBAG9","brown"
"EBF1","tan"
"EBF2","tan"
"EBF3","tan"
"EBF4","blue"
"EBI3","grey"
"EBLN2","turquoise"
"EBNA1BP2","grey"
"EBP","grey"
"EBPL","grey"
"ECD","grey"
"ECE1","brown"
"ECE2","green"
"ECEL1","blue"
"ECEL1P2","blue"
"ECH1","brown"
"ECHDC1","turquoise"
"ECHDC2","yellow"
"ECHDC3","green"
"ECHS1","turquoise"
"ECI1","turquoise"
"ECI2","yellow"
"ECM1","grey"
"ECM2","turquoise"
"ECPAS","turquoise"
"ECRG4","grey"
"ECSIT","green"
"ECT2","magenta"
"EDA2R","grey"
"EDARADD","grey"
"EDC4","brown"
"EDEM1","turquoise"
"EDEM2","grey"
"EDEM3","turquoise"
"EDF1","brown"
"EDIL3","black"
"EDN1","grey"
"EDN2","grey"
"EDN3","grey"
"EDNRA","black"
"EDNRB","tan"
"EDRF1","grey"
"EDRF1-DT","yellow"
"EEA1","grey"
"EED","turquoise"
"EEF1A1","turquoise"
"EEF1A2","grey"
"EEF1AKMT1","turquoise"
"EEF1AKMT2","turquoise"
"EEF1AKMT3","green"
"EEF1B2","yellow"
"EEF1D","grey"
"EEF1E1","grey"
"EEF1G","brown"
"EEF2","green"
"EEF2K","brown"
"EEF2KMT","blue"
"EEFSEC","brown"
"EEIG1","brown"
"EEIG2","turquoise"
"EEPD1","grey"
"EFCAB12","blue"
"EFCAB13","grey"
"EFCAB14","grey"
"EFCAB2","grey"
"EFCAB2-AS1","blue"
"EFCAB6","yellow"
"EFCAB7","grey"
"EFCC1","blue"
"EFEMP1","grey"
"EFEMP2","black"
"EFHC1","turquoise"
"EFHD1","grey"
"EFHD2","grey"
"EFL1","turquoise"
"EFL1P1","turquoise"
"EFNA1","grey"
"EFNA2","blue"
"EFNA3","grey"
"EFNA4","brown"
"EFNA5","pink"
"EFNB1","yellow"
"EFNB2","pink"
"EFR3A","turquoise"
"EFTUD2","brown"
"EGF","yellow"
"EGFL6","grey"
"EGFL7","blue"
"EGFLAM","grey"
"EGFR","grey"
"EGLN3","pink"
"EGR1","grey"
"EGR2","grey"
"EGR3","grey"
"EGR4","blue"
"EHBP1","grey"
"EHBP1L1","yellow"
"EHD1","grey"
"EHD2","brown"
"EHD3","grey"
"EHD4","brown"
"EHF","pink"
"EHHADH","turquoise"
"EI24","grey"
"EID1","turquoise"
"EID2","blue"
"EID3","grey"
"EIF1AD","brown"
"EIF1AX","turquoise"
"EIF1AY","grey"
"EIF1B","grey"
"EIF2A","yellow"
"EIF2AK1","grey"
"EIF2AK2","grey"
"EIF2AK3","yellow"
"EIF2AK4","blue"
"EIF2B1","turquoise"
"EIF2B2","grey"
"EIF2B3","turquoise"
"EIF2B4","brown"
"EIF2B5","turquoise"
"EIF2D","grey"
"EIF2S1","turquoise"
"EIF2S2","grey"
"EIF2S3","grey"
"EIF2S3B","brown"
"EIF3A","yellow"
"EIF3B","grey"
"EIF3C","grey"
"EIF3D","grey"
"EIF3E","yellow"
"EIF3F","turquoise"
"EIF3G","grey"
"EIF3I","grey"
"EIF3J","grey"
"EIF3K","brown"
"EIF3L","grey"
"EIF3M","turquoise"
"EIF4A1","grey"
"EIF4A2","turquoise"
"EIF4A3","black"
"EIF4B","grey"
"EIF4E2","blue"
"EIF4E3","grey"
"EIF4EBP1","green"
"EIF4EBP2","grey"
"EIF4G1","grey"
"EIF4G3","green"
"EIF4H","brown"
"EIF5","grey"
"EIF5A","blue"
"EIF5A2","grey"
"EIF5AL1","grey"
"EIF5B","turquoise"
"EIF6","brown"
"EIPR1","grey"
"ELAC1","yellow"
"ELAC2","grey"
"ELANE","blue"
"ELAPOR1","yellow"
"ELAPOR2","grey"
"ELAVL4","greenyellow"
"ELF1","turquoise"
"ELF2","grey"
"ELF3","pink"
"ELF4","yellow"
"ELF5","grey"
"ELFN1","turquoise"
"ELFN2","blue"
"ELK1","turquoise"
"ELK2AP","red"
"ELK3","black"
"ELK4","brown"
"ELL","brown"
"ELL2","grey"
"ELL3","grey"
"ELMO1","tan"
"ELMO2","grey"
"ELMO3","grey"
"ELMOD2","turquoise"
"ELN","grey"
"ELOA","grey"
"ELOA3DP","blue"
"ELOB","grey"
"ELOC","grey"
"ELOF1","grey"
"ELOVL1","brown"
"ELOVL2","green"
"ELOVL5","grey"
"ELOVL6","grey"
"ELOVL7","grey"
"ELP1","turquoise"
"ELP2","turquoise"
"ELP3","turquoise"
"ELP4","grey"
"ELP5","brown"
"ELP6","grey"
"EMB","green"
"EMC1","grey"
"EMC10","grey"
"EMC2","turquoise"
"EMC4","brown"
"EMC6","brown"
"EMC7","grey"
"EMC8","grey"
"EMCN","tan"
"EMD","brown"
"EME2","blue"
"EMG1","turquoise"
"EMID1","green"
"EMILIN1","grey"
"EMILIN2","grey"
"EML1","grey"
"EML2","grey"
"EML3","grey"
"EML4","blue"
"EML5","turquoise"
"EML6","grey"
"EMP1","grey"
"EMP2","grey"
"EMP3","brown"
"EMSY","brown"
"EMX1","blue"
"EN1","blue"
"EN2","blue"
"ENAH","grey"
"ENAM","green"
"ENC1","grey"
"ENDOD1","turquoise"
"ENG","grey60"
"ENGASE","grey"
"ENHO","blue"
"ENKD1","green"
"ENO1","turquoise"
"ENO2","black"
"ENOPH1","turquoise"
"ENOSF1","grey"
"ENOX1","grey"
"ENOX2","grey"
"ENPEP","grey"
"ENPP1","yellow"
"ENPP2","purple"
"ENPP3","salmon"
"ENPP4","turquoise"
"ENPP5","grey"
"ENPP7","blue"
"ENSA","brown"
"ENTHD1","grey"
"ENTPD1","black"
"ENTPD2","turquoise"
"ENTPD3","green"
"ENTPD4","blue"
"ENTPD5","grey"
"ENTPD6","grey"
"ENTPD7","grey"
"ENTPD8","blue"
"ENTREP1","grey"
"ENY2","grey"
"EOGT","grey"
"EOLA1-DT","grey"
"EOLA2","brown"
"EOMES","grey"
"EP300","brown"
"EPAS1","tan"
"EPB41","grey"
"EPB41L1","grey"
"EPB41L2","lightgreen"
"EPB41L3","purple"
"EPB41L4A","grey"
"EPB41L4A-AS1","turquoise"
"EPB41L4A-DT","blue"
"EPB41L4B","yellow"
"EPB41L5","yellow"
"EPC1","grey"
"EPC2","grey"
"EPCAM","lightcyan"
"EPCIP","yellow"
"EPG5","turquoise"
"EPHA1","grey"
"EPHA2","pink"
"EPHA3","lightgreen"
"EPHA4","green"
"EPHA7","grey"
"EPHA8","blue"
"EPHB1","grey"
"EPHB2","grey"
"EPHB3","grey"
"EPHB4","grey"
"EPHB6","grey"
"EPHX1","green"
"EPHX2","yellow"
"EPHX3","grey"
"EPHX4","grey"
"EPM2AIP1","grey"
"EPN1","turquoise"
"EPN2","grey"
"EPN3","turquoise"
"EPO","green"
"EPOP","blue"
"EPOR","turquoise"
"EPPK1","grey"
"EPRS1","turquoise"
"EPS15","turquoise"
"EPS15L1","brown"
"EPS8","pink"
"EPS8L1","grey"
"EPS8L2","grey"
"EPS8L3","pink"
"EPSTI1","grey"
"EPX","blue"
"EPYC","grey"
"ERAL1","brown"
"ERAP1","blue"
"ERAP2","grey"
"ERBB2","pink"
"ERBB3","pink"
"ERBB4","yellow"
"ERBIN","grey"
"ERC1","grey"
"ERC2","yellow"
"ERC2-IT1","grey"
"ERCC2","brown"
"ERCC4","turquoise"
"ERCC5","turquoise"
"ERCC6","grey"
"ERCC6L2","blue"
"ERCC6L2-AS1","grey"
"EREG","grey"
"ERF","grey"
"ERFE","blue"
"ERG","grey"
"ERG28","brown"
"ERGIC1","brown"
"ERGIC2","brown"
"ERGIC3","grey"
"ERH","brown"
"ERI1","turquoise"
"ERI2","grey"
"ERICH5","yellow"
"ERLEC1","grey"
"ERLIN1","grey"
"ERLIN2","grey"
"ERMARD","turquoise"
"ERMN","grey"
"ERMP1","grey"
"ERN1","green"
"ERN2","pink"
"ERO1A","pink"
"ERO1B","yellow"
"ERP27","yellow"
"ERP29","turquoise"
"ERP44","yellow"
"ERRFI1","grey"
"ERV3-1","grey"
"ERVFC1","blue"
"ERVFC1-1","blue"
"ERVH-4","grey"
"ERVH-6","grey"
"ERVK13-1","grey"
"ERVK3-1","blue"
"ERVMER34-1","grey"
"ERVW-1","turquoise"
"ESAM","grey"
"ESCO1","turquoise"
"ESCO2","magenta"
"ESD","turquoise"
"ESF1","turquoise"
"ESM1","grey"
"ESPL1","grey"
"ESPN","blue"
"ESPNL","blue"
"ESPNP","blue"
"ESRP1","lightcyan"
"ESRP2","turquoise"
"ESRRA","blue"
"ESRRG","yellow"
"ESYT1","grey"
"ESYT2","brown"
"ETAA1","turquoise"
"ETF1","brown"
"ETFA","turquoise"
"ETFBKMT","grey"
"ETFDH","grey"
"ETFRF1","grey"
"ETHE1","grey"
"ETNK1","turquoise"
"ETNK2","grey"
"ETS1","turquoise"
"ETS2","grey"
"ETS2-AS1","blue"
"ETV1","black"
"ETV2","blue"
"ETV3","grey"
"ETV3L","blue"
"ETV4","grey"
"ETV5","grey"
"ETV6","brown"
"EVA1A","grey"
"EVA1B","blue"
"EVA1C","grey"
"EVC","grey"
"EVI2A","purple"
"EVI2B","red"
"EVI5","turquoise"
"EVI5L","turquoise"
"EVL","red"
"EVPL","grey"
"EVX2","blue"
"EWSR1","turquoise"
"EXD2","green"
"EXD3","blue"
"EXO1","magenta"
"EXO5","turquoise"
"EXOC1","turquoise"
"EXOC2","blue"
"EXOC3-AS1","blue"
"EXOC3L2","blue"
"EXOC4","yellow"
"EXOC5","turquoise"
"EXOC6","grey"
"EXOC6B","grey"
"EXOC7","brown"
"EXOG","turquoise"
"EXOSC1","grey"
"EXOSC10","brown"
"EXOSC2","grey"
"EXOSC3","turquoise"
"EXOSC4","turquoise"
"EXOSC5","grey"
"EXOSC6","blue"
"EXOSC7","turquoise"
"EXOSC8","turquoise"
"EXOSC9","turquoise"
"EXPH5","pink"
"EXT1","grey"
"EXT2","brown"
"EXTL1","blue"
"EXTL2","turquoise"
"EXTL3","turquoise"
"EYA1","grey"
"EYA2","grey"
"EYA3","brown"
"EYA4","grey"
"EZH1","brown"
"EZH2","magenta"
"EZHIP","blue"
"EZR","pink"
"F10","greenyellow"
"F11","yellow"
"F12","blue"
"F13A1","grey"
"F2R","black"
"F2RL1","grey"
"F2RL2","grey"
"F2RL3","blue"
"F3","grey"
"F5","grey"
"F8","grey"
"F8A2","brown"
"FA2H","pink"
"FAAH","green"
"FAAH2","grey"
"FAAP100","turquoise"
"FABP1","salmon"
"FABP2","salmon"
"FABP3","grey"
"FABP4","tan"
"FABP5","brown"
"FABP6","grey"
"FADS1","blue"
"FADS2","black"
"FADS3","midnightblue"
"FADS6","blue"
"FAF1","grey"
"FAF2","brown"
"FAH","grey"
"FAHD1","grey"
"FAHD2A","green"
"FAHD2B","green"
"FAIM","yellow"
"FAIM2","grey"
"FAM107A","midnightblue"
"FAM107B","brown"
"FAM110B","grey"
"FAM110C","blue"
"FAM110D","blue"
"FAM111A","turquoise"
"FAM111B","magenta"
"FAM114A1","grey"
"FAM114A2","turquoise"
"FAM117A","turquoise"
"FAM117B","brown"
"FAM118A","grey"
"FAM118B","black"
"FAM120AOS","turquoise"
"FAM120B","blue"
"FAM120C","grey"
"FAM124B","grey"
"FAM131A","grey"
"FAM131B","blue"
"FAM131C","blue"
"FAM133B","turquoise"
"FAM133DP","grey"
"FAM135A","grey"
"FAM135B","greenyellow"
"FAM136A","grey"
"FAM13A","grey"
"FAM13B","grey"
"FAM13C","tan"
"FAM149A","yellow"
"FAM149B1","turquoise"
"FAM151B","grey"
"FAM153B","grey"
"FAM156B","turquoise"
"FAM161A","brown"
"FAM162A","yellow"
"FAM162B","blue"
"FAM167A","turquoise"
"FAM167B","turquoise"
"FAM169A","grey"
"FAM170B","grey"
"FAM171A1","green"
"FAM171A2","grey"
"FAM171B","black"
"FAM174A","grey"
"FAM174B","green"
"FAM174C","blue"
"FAM177A1","turquoise"
"FAM177B","grey"
"FAM180A","grey"
"FAM181B","blue"
"FAM184A","grey"
"FAM185A","grey"
"FAM193A","brown"
"FAM200A","grey"
"FAM200B","turquoise"
"FAM200C","grey"
"FAM201B","blue"
"FAM204A","turquoise"
"FAM209A","grey"
"FAM209B","grey"
"FAM20A","grey"
"FAM20B","turquoise"
"FAM20C","brown"
"FAM210A","grey"
"FAM210B","grey"
"FAM215A","blue"
"FAM217A","black"
"FAM217B","brown"
"FAM218A","turquoise"
"FAM219B","blue"
"FAM221A","yellow"
"FAM222A","blue"
"FAM222B","brown"
"FAM227A","grey"
"FAM229B","grey"
"FAM234A","turquoise"
"FAM234B","grey"
"FAM24B","turquoise"
"FAM27C","grey"
"FAM27E2","grey"
"FAM27E5","grey"
"FAM30A","grey"
"FAM32A","grey"
"FAM3A","turquoise"
"FAM3B","yellow"
"FAM3C","turquoise"
"FAM3D","grey"
"FAM43A","turquoise"
"FAM43B","blue"
"FAM47E","yellow"
"FAM47E-STBD1","grey"
"FAM50A","brown"
"FAM53B","red"
"FAM53C","grey"
"FAM72B","magenta"
"FAM74A3","blue"
"FAM76A","grey"
"FAM76B","turquoise"
"FAM78A","red"
"FAM81A","grey"
"FAM81B","grey"
"FAM83A","grey"
"FAM83B","pink"
"FAM83D","magenta"
"FAM83E","blue"
"FAM83F","green"
"FAM83G","blue"
"FAM83H","grey"
"FAM86B1","grey"
"FAM86C2P","turquoise"
"FAM86EP","blue"
"FAM86FP","turquoise"
"FAM87A","green"
"FAM87B","green"
"FAM88B","grey"
"FAM88C","blue"
"FAM89A","blue"
"FAM89B","brown"
"FAM90A1","blue"
"FAM90A10","blue"
"FAM90A27P","blue"
"FAM90A7","grey"
"FAM91A1","turquoise"
"FAM98A","blue"
"FAM98B","turquoise"
"FAM98C","turquoise"
"FAM99A","grey"
"FAM99B","grey"
"FAN1","turquoise"
"FANCA","magenta"
"FANCB","magenta"
"FANCC","grey"
"FANCD2","grey"
"FANCD2OS","blue"
"FANCF","turquoise"
"FANCI","magenta"
"FANCL","turquoise"
"FANCM","turquoise"
"FANK1","turquoise"
"FAP","turquoise"
"FAR1","turquoise"
"FAR2","grey"
"FAR2P1","grey"
"FARP1","grey"
"FARP2","grey"
"FARS2","brown"
"FARSA","brown"
"FARSB","grey"
"FAS","black"
"FASN","grey"
"FASTKD1","turquoise"
"FASTKD2","turquoise"
"FASTKD3","blue"
"FAT1","pink"
"FAT2","grey"
"FAT4","lightgreen"
"FAU","brown"
"FAXC","grey"
"FAXDC2","brown"
"FBH1","blue"
"FBL","grey"
"FBLN1","lightgreen"
"FBLN2","grey"
"FBLN5","tan"
"FBLN7","turquoise"
"FBN1","black"
"FBN2","grey"
"FBP1","grey"
"FBP2","yellow"
"FBRS","turquoise"
"FBRSL1","turquoise"
"FBXL12","turquoise"
"FBXL13","grey"
"FBXL14","turquoise"
"FBXL15","blue"
"FBXL16","blue"
"FBXL18","turquoise"
"FBXL2","turquoise"
"FBXL20","brown"
"FBXL22","blue"
"FBXL3","turquoise"
"FBXL4","grey"
"FBXL5","grey"
"FBXL7","grey"
"FBXL9P","blue"
"FBXO11","turquoise"
"FBXO16","grey"
"FBXO2","green"
"FBXO21","yellow"
"FBXO22","grey"
"FBXO25","yellow"
"FBXO27","grey"
"FBXO28","turquoise"
"FBXO3","turquoise"
"FBXO30","blue"
"FBXO31","turquoise"
"FBXO32","turquoise"
"FBXO33","turquoise"
"FBXO34","turquoise"
"FBXO38","blue"
"FBXO4","turquoise"
"FBXO41","blue"
"FBXO45","turquoise"
"FBXO46","blue"
"FBXO5","turquoise"
"FBXO7","brown"
"FBXO8","grey"
"FBXO9","grey"
"FBXW10","grey"
"FBXW12","yellow"
"FBXW2","turquoise"
"FBXW4","grey"
"FBXW5","brown"
"FBXW7","turquoise"
"FCAR","grey"
"FCER1A","grey"
"FCER1G","purple"
"FCER2","red"
"FCF1","turquoise"
"FCGBP","grey"
"FCGR1A","purple"
"FCGR2A","red"
"FCGR2B","red"
"FCGR3A","purple"
"FCGR3B","purple"
"FCGRT","grey60"
"FCHO1","grey"
"FCHO2","grey"
"FCHSD1","grey"
"FCHSD2","purple"
"FCMR","red"
"FCN1","grey"
"FCN2","blue"
"FCN3","grey"
"FCRL1","red"
"FCRL2","red"
"FCRL3","red"
"FCRL5","red"
"FCRL6","grey"
"FCRLA","red"
"FCSK","blue"
"FDCSP","red"
"FDFT1","brown"
"FDPS","grey"
"FDXR","blue"
"FEM1A","brown"
"FEM1C","grey"
"FEN1","magenta"
"FER","turquoise"
"FER1L4","pink"
"FER1L6","grey"
"FERD3L","blue"
"FERMT1","pink"
"FERMT2","turquoise"
"FERMT3","red"
"FERRY3","blue"
"FES","turquoise"
"FEV","blue"
"FEZ1","turquoise"
"FEZ2","grey"
"FEZF1","blue"
"FEZF2","blue"
"FFAR1","greenyellow"
"FFAR2","grey"
"FFAR4","grey"
"FGA","grey"
"FGB","grey"
"FGD1","grey"
"FGD2","red"
"FGD3","red"
"FGD4","grey"
"FGD5","yellow"
"FGD6","pink"
"FGF1","grey"
"FGF10","grey"
"FGF11","grey"
"FGF12","yellow"
"FGF14","greenyellow"
"FGF17","blue"
"FGF18","grey"
"FGF19","grey"
"FGF2","grey"
"FGF20","grey"
"FGF22","blue"
"FGF23","blue"
"FGF3","blue"
"FGF4","blue"
"FGF5","grey"
"FGF7","grey"
"FGF7P3","grey"
"FGF8","blue"
"FGF9","grey"
"FGFBP1","grey"
"FGFBP3","blue"
"FGFR1","magenta"
"FGFR1OP2","turquoise"
"FGFR2","yellow"
"FGFR3","green"
"FGFR4","grey"
"FGFRL1","turquoise"
"FGG","grey"
"FGGY","yellow"
"FGL1","yellow"
"FGL2","purple"
"FGR","grey"
"FH","turquoise"
"FHDC1","grey"
"FHIP1A","lightcyan"
"FHIP1B","grey"
"FHIP2A","blue"
"FHIP2B","brown"
"FHIT","grey"
"FHL1","tan"
"FHL2","yellow"
"FHL3","grey"
"FHL5","tan"
"FHOD1","grey"
"FHOD3","grey"
"FIBCD1","blue"
"FIBIN","grey"
"FIBP","brown"
"FICD","green"
"FIG4","blue"
"FIGN","grey"
"FIGNL1","turquoise"
"FIGNL2","blue"
"FILIP1","tan"
"FILIP1L","grey"
"FIP1L1","brown"
"FIRRM","magenta"
"FITM1","green"
"FITM2","grey"
"FIZ1","blue"
"FJX1","grey"
"FKBP10","brown"
"FKBP11","green"
"FKBP14","black"
"FKBP15","black"
"FKBP1A","brown"
"FKBP1B","turquoise"
"FKBP2","brown"
"FKBP3","turquoise"
"FKBP4","grey"
"FKBP5","grey"
"FKBP6P2","grey"
"FKBP7","black"
"FKBP8","brown"
"FKBP9","grey"
"FKBP9P1","grey"
"FKRP","blue"
"FLACC1","grey"
"FLCN","grey"
"FLI1","red"
"FLII","grey"
"FLJ13224","blue"
"FLJ30679","blue"
"FLJ38576","blue"
"FLJ42393","grey"
"FLJ42627","grey"
"FLJ43315","grey"
"FLNA","black"
"FLNB","pink"
"FLNC","grey"
"FLOT1","grey"
"FLOT2","grey"
"FLRT1","blue"
"FLRT2","yellow"
"FLRT3","grey"
"FLT1","grey"
"FLT3","yellow"
"FLT4","grey"
"FLVCR1","blue"
"FLVCR2","grey"
"FMN1","grey"
"FMN2","greenyellow"
"FMNL1","red"
"FMNL2","grey"
"FMNL3","black"
"FMO1","grey"
"FMO2","tan"
"FMO3","grey"
"FMO4","grey"
"FMO5","grey"
"FMOD","black"
"FMR1","turquoise"
"FN1","black"
"FN3K","green"
"FN3KRP","grey"
"FNBP1","purple"
"FNBP1L","grey"
"FNBP4","brown"
"FNDC1","black"
"FNDC3A","yellow"
"FNDC3B","grey"
"FNDC4","grey"
"FNIP1","turquoise"
"FNIP2","grey"
"FOCAD","grey"
"FOLH1","salmon"
"FOLH1B","salmon"
"FOLR1","grey"
"FOLR2","grey"
"FOLR3","blue"
"FOS","grey"
"FOSB","grey"
"FOSL1","grey"
"FOSL2","grey"
"FOXA1","turquoise"
"FOXA2","green"
"FOXA3","black"
"FOXB1","blue"
"FOXB2","blue"
"FOXC1","blue"
"FOXC2","blue"
"FOXD1","blue"
"FOXD2","blue"
"FOXD3","blue"
"FOXE1","blue"
"FOXE3","blue"
"FOXF1","grey"
"FOXF2","turquoise"
"FOXH1","blue"
"FOXI1","blue"
"FOXI2","blue"
"FOXJ1","grey"
"FOXJ2","brown"
"FOXJ3","brown"
"FOXK1","brown"
"FOXK2","turquoise"
"FOXL1","grey"
"FOXL2","blue"
"FOXM1","magenta"
"FOXN2","turquoise"
"FOXN3","brown"
"FOXN4","blue"
"FOXO3","blue"
"FOXO3B","brown"
"FOXO4","grey"
"FOXP2","yellow"
"FOXP3","grey"
"FOXP4","grey"
"FOXQ1","grey"
"FOXRED1","grey"
"FOXRED2","turquoise"
"FOXS1","grey"
"FPGS","turquoise"
"FPGT-TNNI3K","turquoise"
"FPR1","grey"
"FPR2","grey"
"FPR3","purple"
"FRA10AC1","turquoise"
"FRAS1","yellow"
"FRAT2","blue"
"FREM1","grey"
"FREM2","yellow"
"FRG1","grey"
"FRG1BP","brown"
"FRG1JP","grey"
"FRG2B","blue"
"FRK","lightcyan"
"FRMD3","grey"
"FRMD4A","grey"
"FRMD4B","grey"
"FRMD5","grey"
"FRMD6","turquoise"
"FRMD8","turquoise"
"FRRS1","turquoise"
"FRRS1L","greenyellow"
"FRS2","grey"
"FRS3","blue"
"FRY","grey"
"FRYL","turquoise"
"FRZB","lightgreen"
"FSAF1","grey"
"FSCN1","yellow"
"FSCN2","blue"
"FSD1L","grey"
"FSIP2","grey"
"FST","grey"
"FSTL1","black"
"FSTL3","brown"
"FSTL4","grey"
"FSTL5","greenyellow"
"FTCD","blue"
"FTH1P3","brown"
"FTHL17","blue"
"FTHL18P","blue"
"FTL","black"
"FTO","grey"
"FTSJ1","grey"
"FTSJ3","turquoise"
"FUBP1","turquoise"
"FUBP3","turquoise"
"FUCA1","blue"
"FUCA2","turquoise"
"FUNDC1","turquoise"
"FUNDC2","green"
"FUOM","grey"
"FURIN","green"
"FUS","blue"
"FUT1","green"
"FUT10","grey"
"FUT11","black"
"FUT2","pink"
"FUT3","pink"
"FUT5","blue"
"FUT6","pink"
"FUT7","blue"
"FUT8","turquoise"
"FUT9","grey"
"FUZ","turquoise"
"FXN","yellow"
"FXR1","turquoise"
"FXYD1","midnightblue"
"FXYD3","pink"
"FXYD5","yellow"
"FXYD6","grey60"
"FXYD6-FXYD2","yellow"
"FYB1","red"
"FYB2","greenyellow"
"FYN","grey"
"FYTTD1","brown"
"FZD1","grey"
"FZD2","blue"
"FZD3","yellow"
"FZD4","tan"
"FZD5","lightcyan"
"FZD6","turquoise"
"FZD7","turquoise"
"FZD8","turquoise"
"FZD9","blue"
"G0S2","grey"
"G2E3","turquoise"
"G3BP1","turquoise"
"G3BP2","turquoise"
"G6PC1","salmon"
"G6PC2","greenyellow"
"G6PC3","brown"
"G6PD","grey"
"GAA","turquoise"
"GAB1","grey60"
"GAB2","grey"
"GAB3","purple"
"GAB4","blue"
"GABARAP","brown"
"GABARAPL1","brown"
"GABARAPL2","brown"
"GABARAPL3","grey"
"GABBR1","brown"
"GABPB1","grey"
"GABPB2","grey"
"GABRA2","grey"
"GABRA5","grey"
"GABRB3","grey"
"GABRD","blue"
"GABRE","grey"
"GABRG2","greenyellow"
"GABRP","pink"
"GAD1","grey"
"GAD2","greenyellow"
"GADD45A","grey"
"GADD45B","grey"
"GADD45G","grey"
"GADD45GIP1","blue"
"GAGE2D","grey"
"GAK","brown"
"GAL","blue"
"GAL3ST1","grey"
"GAL3ST3","blue"
"GAL3ST4","grey"
"GALC","blue"
"GALE","pink"
"GALK1","turquoise"
"GALK2","blue"
"GALM","grey"
"GALNS","yellow"
"GALNT1","turquoise"
"GALNT10","grey"
"GALNT11","yellow"
"GALNT12","pink"
"GALNT13","grey"
"GALNT14","grey"
"GALNT15","grey"
"GALNT16","grey"
"GALNT17","yellow"
"GALNT2","grey"
"GALNT3","lightcyan"
"GALNT5","pink"
"GALNT6","grey"
"GALNT7","grey60"
"GALNT9","blue"
"GALR1","blue"
"GALR2","blue"
"GALR3","blue"
"GALT","grey"
"GAMT","green"
"GAN","grey"
"GANAB","brown"
"GAP43","grey"
"GAPDH","brown"
"GAPDHS","blue"
"GAPT","red"
"GAPVD1","turquoise"
"GAR1","cyan"
"GAREM1","grey"
"GARIN5B","blue"
"GARNL3","grey"
"GARS1","turquoise"
"GARS1-DT","grey"
"GART","turquoise"
"GAS1","turquoise"
"GAS2","yellow"
"GAS2L1","turquoise"
"GAS2L3","grey"
"GAS6","grey"
"GAS6-AS1","grey"
"GAS7","lightgreen"
"GAS8","grey"
"GASK1A","grey"
"GASK1B","black"
"GAST","grey"
"GATA2","turquoise"
"GATA3","grey"
"GATA3-AS1","blue"
"GATA4","green"
"GATA5","blue"
"GATA6","turquoise"
"GATAD2A","grey"
"GATAD2B","brown"
"GATC","green"
"GATD1","grey"
"GATM","yellow"
"GBA1","brown"
"GBA1LP","grey"
"GBA2","grey"
"GBA3","salmon"
"GBE1","turquoise"
"GBF1","brown"
"GBGT1","red"
"GBP1","grey"
"GBP2","grey"
"GBP3","grey"
"GBP4","grey"
"GBP5","grey"
"GBP6","grey"
"GBX2","blue"
"GC","greenyellow"
"GCA","turquoise"
"GCAT","green"
"GCC2","turquoise"
"GCC2-AS1","blue"
