"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa05169","hsa05169","Epstein-Barr virus infection",193,0.487505984121212,1.73292874564604,2.90906376128229e-05,0.000204798088794273,0.000114525247023113,4326,"tags=49%, list=22%, signal=39%","4938/3627/4939/953/4940/5879/965/890/6773/578/3383/6772/567/4615/3123/841/6892/5707/3118/355/5704/10379/6891/3065/3117/3134/5610/3127/3122/23586/3120/29110/5714/595/1021/4734/7128/1017/4067/3455/3113/3109/811/1871/5970/55080/10213/5708/3280/7187/3551/5713/5925/3115/5717/896/637/1019/898/7097/9612/10018/9134/3119/5701/9641/8717/1432/4791/581/11047/1026/6774/1647/8772/7157/7431/9636/5709/836/5971/3111/5719/7186/917/317/4794/3683/1643/5706/4193/10000/4790/6502/4793"
"hsa00260","hsa00260","Glycine, serine and threonine metabolism",39,-0.674779979909466,-2.15896509068617,3.42106408658576e-05,0.000236120501662389,0.000132041070008573,1081,"tags=33%, list=5%, signal=32%","55349/63826/29958/4128/1757/23464/2593/26227/1491/875/29968/27232/2628"
"hsa05412","hsa05412","Arrhythmogenic right ventricular cardiomyopathy",85,0.586503726993615,1.89230499158281,3.67413767771285e-05,0.000244018200482061,0.000136457546322205,2109,"tags=34%, list=11%, signal=31%","3673/3694/3675/3691/51176/22801/3728/3693/1829/784/3678/3696/1000/60/3690/3685/1824/1495/3688/3655/1499/6934/2697/6443/488/782/781/71/6444"
"hsa04390","hsa04390","Hippo signaling pathway",156,0.505460798851502,1.75486614513018,3.65665518244216e-05,0.000244018200482061,0.000136457546322205,3361,"tags=37%, list=17%, signal=31%","51176/3397/6591/122786/7042/5584/330/60/7474/7472/652/659/7040/7534/1495/5054/2736/999/374/7529/1499/3689/6934/84612/353500/7476/55233/7046/5522/10413/7005/4088/9231/7533/595/7043/1739/5518/71/25937/7003/1454/6788/166824/8324/7477/7532/8323/3993/84962/896/7159/1490/5520/5499/7048/2932/3398"
"hsa05167","hsa05167","Kaposi sarcoma-associated herpesvirus infection",184,0.483500611406368,1.71094550443699,4.38512386224134e-05,0.000285845111020176,0.000159847594978388,3481,"tags=36%, list=18%, signal=30%","51176/3710/3576/5879/285/6773/578/3383/6772/59345/3091/643246/1499/841/6934/3845/355/5595/10379/7422/91860/3134/5610/5530/29110/55970/595/9976/1021/5335/2782/2790/805/4067/942/7132/3455/5743/1871/3459/5970/1237/7187/3551/7316/5925/637/1019/1230/2787/6714/718/9641/8717/3717/1432/581/5604/2783/1026/2932/6774/2919/8772/1385/7157/100507436"
"hsa04380","hsa04380","Osteoclast differentiation",132,0.520294238272207,1.77859729949319,4.47378148528574e-05,0.000286322015058287,0.000160114284736542,3417,"tags=37%, list=17%, signal=31%","1513/5468/3710/2215/3552/2274/2212/7042/5879/2214/3690/4982/6773/4688/7040/6772/2213/54/2355/5595/10379/7046/3726/5530/488/54209/3937/11006/7132/3455/3459/5970/1535/4286/8878/3460/3551/2885/2534/2209/8792/1432/4791/5604/7048/814/27035/7305/1385"
"hsa04612","hsa04612","Antigen processing and presentation",63,0.609911248519683,1.89751792026855,7.22340920635571e-05,0.000454042864399501,0.000253905549170774,3733,"tags=51%, list=19%, signal=41%","1508/10437/972/1520/567/3123/5721/6892/3118/6891/3117/3134/3127/3122/3303/3120/5641/3113/3109/811/1514/55080/920/3115/10197/3119/5720/5993/3320/1385/4261/3111"
"hsa04115","hsa04115","p53 signaling pathway",75,0.58110642137241,1.85328143447672,7.55294930425471e-05,0.000466427746508361,0.000260831305613228,4233,"tags=55%, list=21%, signal=43%","5268/2810/3486/9133/64065/598/983/891/3732/5366/1111/8797/5054/8795/51246/841/355/7057/10848/595/1021/1017/901/1029/896/637/1019/898/64393/9134/581/1026/1647/7157/9540/836/64326/317/1643/55240/4193"
"hsa03010","hsa03010","Ribosome",167,-0.409679229442449,-1.70566148276937,9.82354521488311e-05,0.000596187571661872,0.000333394365731968,5393,"tags=44%, list=27%, signal=32%","6187/65003/54148/6165/200916/6232/84311/6137/51373/6231/6136/6130/25873/6207/9349/6227/140032/6143/6150/7311/6124/65008/28957/140801/6222/11224/2197/6173/51069/6167/6235/79590/6230/64965/56945/51650/6204/116541/6218/6202/9045/6233/6128/6154/6122/6125/388524/6206/6194/6189/6161/6133/6152/6191/4736/6138/6135/51187/3921/6193/6201/6166/6157/6229/6129/6228/6159/6164/6146/6139/6192/6123/6144"
"hsa04974","hsa04974","Protein digestion and absorption",100,-0.478189063221655,-1.83414034792086,0.000126099010240713,0.000752319518724255,0.000420704994023432,503,"tags=21%, list=3%, signal=21%","6543/131873/482/3784/4224/643834/6519/117247/5645/5646/5644/1504/440387/1357/1360/23436/10136/1506/51032/63036/1358"
"hsa05323","hsa05323","Rheumatoid arthritis",91,0.555822640454581,1.80864702332651,0.000186921048426121,0.00109660348409991,0.00061323221150324,3466,"tags=47%, list=18%, signal=39%","4312/6364/1513/3576/6374/3552/3606/7042/7040/3383/3123/54/3689/3118/4314/941/7422/3117/3127/3122/3120/7043/8992/10673/942/527/3113/3109/1514/9296/526/3115/7097/9114/7099/8792/3119/537/245972/2919/1493/6352/9550"
"hsa04611","hsa04611","Platelet activation",123,0.513004122548193,1.73103910792419,0.00019293970731354,0.00111335699957977,0.000622600953712371,3890,"tags=40%, list=20%, signal=32%","3673/1277/1278/1281/2149/3710/2212/5584/60/103910/3690/4638/2207/2771/3688/5331/10627/5595/83706/7408/5321/6916/113/387/3937/7094/4067/71/6093/8673/8773/5742/2776/4659/5592/10672/2534/5330/6714/5499/109/1432/10125/5332/108/5500/2243/5908/83660"
"hsa03272","hsa03272","Virion - Hepatitis viruses",47,0.623455767320354,1.85632011006231,0.000210788584908213,0.00119673519173695,0.000669226916431847,2508,"tags=36%, list=13%, signal=32%","51208/9069/9076/3339/1364/928/1366/4072/3949/5010/1803/10618/9798/1956/10015/57132/5119"
"hsa04514","hsa04514","Cell adhesion molecule (CAM) interaction",150,0.48295355905988,1.66992038369697,0.000272620566986947,0.00152321332665723,0.000851796926091213,2261,"tags=27%, list=11%, signal=24%","51208/1001/1462/6382/6385/9069/9076/3696/1000/965/1364/6404/3685/1366/3383/84189/3123/3688/999/3655/80380/3689/3118/941/80381/3117/3134/3684/3127/3122/5010/3120/83700/942/3113/1525/3109/5792/920/5819"
"hsa05202","hsa05202","Transcriptional misregulation in cancer",189,0.454742305152598,1.6107646001758,0.000383702257690792,0.00211036241729936,0.00118013687809503,4267,"tags=38%, list=22%, signal=30%","5327/5328/4233/860/3248/5468/3486/3728/2115/861/3576/8354/4318/598/8357/330/7850/8358/890/5371/578/8091/2120/6935/8351/6692/8842/4314/1848/3065/4300/3684/1051/862/333932/1649/929/6667/942/8861/5970/4286/2118/7030/55589/440093/2209/8968/51274/4149/5546/85414/581/7048/1026/3398/1647/597/7157/8356/3695/2530/64332/604/1643/5966/5747/6495/4193/1436/3560/4790"
"hsa00270","hsa00270","Cysteine and methionine metabolism",51,-0.54517272196083,-1.87062714880452,0.000491047785195234,0.00261892152104125,0.00146452848216122,2183,"tags=33%, list=11%, signal=30%","191/51074/262/4144/2729/587/6723/1789/1036/3945/586/26227/4143/1491/875/29968/27232"
"hsa05135","hsa05135","Yersinia infection",135,0.488547721106826,1.6777618805563,0.000490934519213016,0.00261892152104125,0.00146452848216122,5061,"tags=50%, list=26%, signal=38%","2335/3576/3606/10095/2212/8935/5879/3678/60/10109/5880/4615/3688/7456/29108/2533/5595/10096/3984/29110/387/10458/10093/5335/9564/3937/834/71/6093/10097/5970/2776/920/8394/382/5829/3551/7409/10094/7099/6195/6714/10552/391/1432/5604/2932/8976/7186/10092/5747/3676/10000/4790/5586/9138/10163/23365/27040/2185/8874/1793/9475/3661/5606/4792/207/5290"
"hsa05163","hsa05163","Human cytomegalovirus infection",215,0.429285537135577,1.53807887059097,0.000534630345564996,0.00280880420356535,0.00157071287699378,3793,"tags=39%, list=19%, signal=32%","3710/3576/5879/3690/3685/578/567/340061/59345/5880/2771/115004/1499/5331/841/6892/3845/355/5595/6891/7422/7852/91860/3134/5530/113/29110/55970/387/595/1021/5578/2782/9564/2790/805/6667/7132/5743/5156/811/6093/1956/1871/5970/55080/2776/1029/5829/3551/2885/10672/5925/5732/637/1019/1388/1230/2787/10488/5330/6714/109/8717/1432/581/5604/2783/1026/2932/6774/8772/6352/1385/7157/3587/3588/2767/5332/3554/836/108/7186"
"hsa04814","hsa04814","Motor proteins",193,0.448559146260677,1.59448512222632,0.000591661664078666,0.00306271920228956,0.00171270481706982,3933,"tags=33%, list=20%, signal=26%","59/4643/7169/72/9493/84790/7171/60/55083/103910/23303/3832/203068/81930/6993/10112/7277/10398/4642/832/9928/24137/79784/4627/6990/10627/4650/4637/1062/84516/10383/4640/80179/7168/4629/71/9585/11004/4648/10376/8655/829/56992/7846/4646/10381/7136/84376/1778/10121/4649/830/7283/79659/1781/4641/3799/64005/4542/4628/399687/63971/83658"
"hsa05416","hsa05416","Viral myocarditis",63,0.572557974931242,1.78130674005702,0.000629918203073859,0.00321349576060867,0.00179702065560353,3733,"tags=54%, list=19%, signal=44%","1604/5879/60/3383/5880/3123/841/3689/3118/857/941/3117/3134/3127/3122/6443/3120/595/942/3113/1525/71/3109/6444/6645/3115/2534/637/3119/1982/8672/8082/836/3111"
"hsa04218","hsa04218","Cellular senescence",149,0.472084399469244,1.63085550022317,0.00071257270161703,0.00358322272813135,0.00200377586770503,3456,"tags=34%, list=18%, signal=28%","3486/3710/9133/3576/6237/3552/7042/90550/824/983/891/2305/890/7040/1111/5054/823/3845/5595/7046/4088/91860/3134/5530/595/1021/1030/7043/1017/805/59341/1871/5970/2113/8878/1029/5925/678/896/1019/898/9134/5499/1432/1874/5604/7048/1026/1647/7157"
"hsa00640","hsa00640","Propanoate metabolism",32,-0.627262492731082,-1.91430772862695,0.000726679502167117,0.00360269274313838,0.00201466370504449,2378,"tags=56%, list=12%, signal=50%","1629/1962/51/594/8310/1738/79611/84693/26275/5095/8802/5096/4329/84532/23417/3945/32/18"
"hsa05161","hsa05161","Hepatitis B",158,0.465117610332707,1.61010413441146,0.000770566001681561,0.00376721156377652,0.0021066643613224,5391,"tags=48%, list=27%, signal=35%","3576/4318/7042/3339/890/6773/7040/6772/7534/4615/7529/841/3845/355/5595/7046/4088/23586/29110/6778/5578/7043/1017/64135/1871/5970/843/7187/3551/2885/5925/637/898/1388/7097/10488/7099/6714/5111/9134/9641/3717/1432/581/537/5604/7048/1026/6774/8772/1385/7157/1642/10971/836/317/2002/1643/10000/4790/6654/7098/1959/2185/2033/3661/5606/7297/4792/207/5290/148022/4776/3718/3654/332"
"hsa05034","hsa05034","Alcoholism",177,0.454195483855076,1.59802321849976,0.000849693326384422,0.00409715138201803,0.00229117018073377,3985,"tags=36%, list=20%, signal=29%","8342/440689/8362/8349/8354/85236/8357/8343/8365/554313/8370/8358/723790/3017/59345/8347/2771/8351/9555/3845/8345/5595/317772/3065/91860/8970/333932/55970/8334/3015/2782/128312/2790/805/8368/8339/8330/2885/8329/51564/4129/6464/1388/2787/8969/10488/440093/8968/5499/8335/5604/2783/814/1385/3012/55869/8294/8356/8332/5500/8367/9734/136/5569"
"hsa04350","hsa04350","TGF-beta signaling pathway",109,0.50874432588701,1.6912661750218,0.000963518316040341,0.00458322226008378,0.00256298613228369,2816,"tags=34%, list=14%, signal=29%","3624/26585/3397/2200/4052/7042/2615/652/659/7040/2014/6498/90/57154/3399/353500/5595/7046/4088/4681/3065/7057/7037/387/1030/7043/6667/2331/5518/6093/7027/7050/9978/64750/79639/79875/1634"
"hsa04915","hsa04915","Estrogen signaling pathway",135,0.476321662419878,1.63577536761559,0.00109948421328579,0.00516024590768798,0.00288566382995709,3417,"tags=29%, list=17%, signal=24%","3880/7031/3872/25984/3710/4313/4318/3868/1509/1839/7039/2771/3866/3860/5331/3845/5595/91860/3303/113/3861/805/6667/1956/2776/3875/8202/2885/6464/1388/10488/5580/54474/5330/6714/109/5604/3320/1385"
"hsa05212","hsa05212","Pancreatic cancer",76,0.537821698081357,1.71910544121384,0.00113537611448961,0.00525858410921506,0.00294065558739,3456,"tags=49%, list=18%, signal=40%","7042/5879/598/7040/578/2064/6772/7039/5880/5899/5898/3845/5595/7046/7422/4088/675/595/1021/7043/10928/1956/1871/5970/1029/3551/5888/5925/1019/5900/581/5604/7048/1026/6774/1647/7157"
"hsa05418","hsa05418","Fluid shear stress and atherosclerosis",140,0.465767464997172,1.60188255999406,0.00116012049037829,0.00530340795601502,0.00296572155435051,3632,"tags=38%, list=18%, signal=31%","1728/5327/4313/3552/6382/4318/6385/5879/7850/60/3690/652/4688/3685/659/3383/90/2950/5880/1499/7295/857/9181/858/7422/4259/91860/387/805/7132/71/59341/1514/9446/5970/1535/8878/1906/3551/5562/4780/2817/6714/1432/445/6612/3320/7341/27035/7157/3162/6613/3554"
"hsa05417","hsa05417","Lipid and atherosclerosis",209,0.420841306758274,1.50863872607863,0.00138729434151047,0.00626061036168827,0.00350099921541778,4267,"tags=39%, list=22%, signal=31%","4312/4973/5468/30001/3576/3606/4318/5879/598/4688/3383/8743/8797/4615/1536/9619/8795/19/5331/29108/841/3845/4314/355/5595/1559/3949/91860/3303/5530/29110/387/5578/5335/1649/929/805/834/4067/7132/10010/817/818/5970/1535/10333/23643/7187/3551/7409/4780/637/7097/5330/7099/6714/1555/9641/3717/1432/581/2932/6774/2919/3320/27035/6352/7157/5332/836/5451/7186/5908/57534/317/4689/1573/5747/10000/5534/4790"
"hsa04081","hsa04081","Hormone signaling",218,-0.342414527812128,-1.47868928306929,0.00141011557130714,0.00628304659620395,0.00351354579392984,2644,"tags=27%, list=13%, signal=23%","6751/11069/8503/53919/7349/2834/1392/2786/3630/6753/3480/153/51764/2688/1815/9630/6752/51738/3972/114131/797/5179/5443/1395/4880/10267/150/185/4881/1443/7068/115/552/7432/10268/152/2056/3952/4089/2690/2740/3643/3479/2788/111/26060/107/4842/269/23236/2641/887/9370/7434/6750/5618/117247/3375"
"hsa03050","hsa03050","Proteasome",46,0.598846227870472,1.77035976597101,0.00147465954052526,0.00640839701561592,0.00358364306794312,4437,"tags=65%, list=22%, signal=51%","5698/5721/5707/5704/5696/5691/5714/51371/10213/5686/5708/5685/5713/5684/5687/5717/10197/5690/5701/5720/11047/5683/5709/5682/5719/5688/5706/23198/5693/5700"
"hsa04926","hsa04926","Relaxin signaling pathway",128,0.469948567060562,1.59415083455226,0.00146812231973531,0.00640839701561592,0.00358364306794312,3626,"tags=33%, list=18%, signal=27%","4312/1277/1278/1281/59/4313/2769/4318/1284/1282/4322/7040/59345/2771/5331/3845/5595/7046/7422/113/55970/5578/2782/2790/1956/5970/1906/2885/6464/1388/2787/10488/5330/6714/109/1432/5604/7048/2783/1385/1287/5332"
"hsa00512","hsa00512","Mucin type O-glycan biosynthesis",35,0.643728208759099,1.80279774243889,0.00161948063027951,0.00695191685193155,0.00388758508167225,1230,"tags=34%, list=6%, signal=32%","11227/9245/10331/55808/9334/56913/100528030/2650/55568/6482/2591/79695"
"hsa05133","hsa05133","Pertussis",73,0.534010832820413,1.69806931598687,0.00177179084414324,0.00751410092937855,0.00420196433550774,3217,"tags=44%, list=16%, signal=37%","3576/6374/3552/3678/1072/714/4615/2771/3688/713/716/3659/715/29108/3689/5595/91860/3684/10392/725/387/929/805/712/834/5970/23643/717/7099/718/1432/3394"
"hsa05410","hsa05410","Hypertrophic cardiomyopathy",98,0.505983150300911,1.66214186868197,0.00192287763837914,0.00805777296082688,0.00450599145835714,2109,"tags=29%, list=11%, signal=26%","3673/3694/3675/3691/22801/3693/7169/7042/784/3678/3696/7171/60/3690/3685/7040/3688/3655/6443/488/7043/782/183/7168/781/71/5565/6444"
"hsa04066","hsa04066","HIF-1 signaling pathway",109,0.493455523726488,1.64044018515821,0.00200697185954162,0.00831122464186647,0.00464772430630691,2440,"tags=34%, list=12%, signal=30%","6513/3099/112399/2026/7076/5214/5230/3939/2597/2023/230/285/80201/226/2064/5209/5054/3091/1536/3098/5595/7422/7037/5163/5578/5335/817/4055/818/1956/3459/5970/9470/5211/1906/9978/3460"
"hsa04964","hsa04964","Proximal tubule bicarbonate reclamation",22,-0.670385707375675,-1.90022412538739,0.00214095692911103,0.00866226251778256,0.00484402838165472,2058,"tags=41%, list=10%, signal=37%","5105/477/5106/482/762/358/27165/10991/8671"
"hsa04668","hsa04668","TNF signaling pathway",118,0.477838448170717,1.60902973927889,0.00213323852470307,0.00866226251778256,0.00484402838165472,4417,"tags=42%, list=22%, signal=33%","4323/6364/3627/6374/4318/330/3976/3383/3659/841/182/4314/355/5595/64285/3726/1051/6868/7128/197259/7132/5743/5970/11035/843/10059/1906/7187/3551/64127/1388/10488/8717/1432/5604/2919/8772/6352/1385/331/602/836/7186/83737/10000/4790/7133/79651/153090/9530"
"hsa00350","hsa00350","Tyrosine metabolism",34,-0.575220623103213,-1.80893198083423,0.00229200569118687,0.00906501127300875,0.00506924972503779,2592,"tags=35%, list=13%, signal=31%","127/2954/1638/7173/3081/3242/4128/124/126/1644/125/316"
"hsa05414","hsa05414","Dilated cardiomyopathy",103,0.489124937268933,1.60975703723714,0.0022794517573287,0.00906501127300875,0.00506924972503779,2109,"tags=27%, list=11%, signal=24%","3673/3694/3675/3691/22801/3693/7169/7042/784/3678/3696/7171/60/3690/3685/7040/3688/3655/6443/113/488/7043/782/183/7168/781/71/6444"
"hsa04148","hsa04148","Efferocytosis",156,0.453635327549979,1.57493772090993,0.00232035219349041,0.00907515524565137,0.0050749223413182,3594,"tags=38%, list=18%, signal=32%","6513/8754/5468/3693/6566/4035/5879/4240/1849/3690/102/3685/240/558/7040/714/5029/713/3091/19/7879/26762/5595/5878/7057/1051/23659/6868/488/9564/389668/5467/961/712/834/29933/23250/5743/817/818/811/84868/8877/23200/682/24145/338440/51552/5732/5869/3717/1432/7376/57617/5604/1847/1385/23355/9392/5868"
"hsa00051","hsa00051","Fructose and mannose metabolism",33,0.633707976260698,1.76219026173437,0.00290954224405506,0.0112544930759053,0.00629363099639441,2895,"tags=48%, list=15%, signal=41%","3099/5214/57016/230/80201/226/5209/3098/7264/6652/231/7167/5211/57103/5213/2203"
"hsa05230","hsa05230","Central carbon metabolism in cancer",69,0.524054134124229,1.65121969062574,0.00325175910884738,0.0124415131121117,0.00695742509558878,2321,"tags=35%, list=12%, signal=31%","6513/4233/3099/5315/5214/3939/5159/80201/9123/2064/3091/3098/441531/3845/5595/8140/3417/5163/6510/2539/5156/1956/5211/57103"
"hsa00630","hsa00630","Glyoxylate and dicarboxylate metabolism",31,-0.592944003267957,-1.79529683684242,0.00338849438345822,0.0127663893163742,0.00713909928876186,1964,"tags=45%, list=10%, signal=41%","132158/4594/275/1738/81888/84693/5095/125061/5096/847/112817/48/84532/38"
"hsa05220","hsa05220","Chronic myeloid leukemia",75,0.515517997027567,1.64410493137114,0.00340920623789537,0.0127663893163742,0.00713909928876186,5195,"tags=55%, list=26%, signal=40%","861/7042/598/7040/578/3845/5595/7046/4088/3065/595/867/1021/7043/1871/5970/1029/3551/2885/5925/1019/6464/581/5604/7048/1026/1647/7157/613/1643/4193/10000/4790/6654/1027/51426/25/4792/207/5290/9846"
"hsa00071","hsa00071","Fatty acid degradation",43,-0.54934545405015,-1.80476359263732,0.00364248633454893,0.0134512734024875,0.00752209367902263,2184,"tags=37%, list=11%, signal=33%","1962/51/8310/1376/223/37/3033/224/36/34/124/126/10455/38/125/33"
"hsa03060","hsa03060","Protein export",31,-0.588966204057077,-1.78325298396335,0.00366852910976933,0.0134512734024875,0.00752209367902263,4815,"tags=55%, list=24%, signal=42%","6731/164153/29927/6730/7485/6729/60559/23478/28972/6728/10952/83943/7095/6734/11231/58477/90701"
"hsa05211","hsa05211","Renal cell carcinoma",67,0.529394582111836,1.65393111012467,0.00375391011202538,0.0136224366951849,0.00761780999401786,3562,"tags=36%, list=18%, signal=29%","6513/4233/112399/7042/5879/7040/7039/3091/5058/3845/5595/7422/7043/2113/5062/9978/106821730/2885/7030/5546/5604/1026/6923/6921"
"hsa05215","hsa05215","Prostate cancer",104,0.477334501185969,1.57858133765125,0.00382222056912613,0.0137287922482898,0.00767728513884625,3462,"tags=35%, list=18%, signal=29%","5327/51176/5328/5159/4318/56034/7850/2064/6935/2950/7039/6692/1499/6934/3845/4314/5595/595/1017/5156/1956/1871/5970/3551/2885/5925/898/10488/9134/5604/1026/2932/3320/1385/7157/2346"
"hsa00650","hsa00650","Butanoate metabolism",25,-0.630856755446781,-1.83502558770131,0.00440401007499739,0.0156542560076773,0.00875402474113531,2499,"tags=44%, list=13%, signal=38%","54988/1962/7915/3158/3033/2572/54511/142827/6296/38/18"
"hsa03250","hsa03250","Viral life cycle - HIV-1",64,0.553862907276243,1.72606338848248,0.00444723182036286,0.0156542560076773,0.00875402474113531,5035,"tags=56%, list=26%, signal=42%","4600/4599/684/636/27350/4131/7852/4300/4130/10955/7514/256987/920/10015/140564/60489/6829/7251/644591/23534/23299/9146/9638/200316/27125/6598/25920/9525/2033/5901/5300/128866/51497/29082/8178/55201"
"hsa04981","hsa04981","Folate transport and metabolism",29,0.626224574418169,1.70356579580037,0.00477602659989244,0.0166451620115063,0.00930814980906603,1966,"tags=28%, list=10%, signal=25%","28234/8714/1719/7298/10599/4363/11309/10057"
"hsa05330","hsa05330","Allograft rejection",32,0.618697704386292,1.71887685894444,0.00559634501016551,0.0191782112502264,0.0107246576070345,3114,"tags=44%, list=16%, signal=37%","3123/3118/941/355/3117/3134/3127/3122/3120/942/3113/3109/3115/3119"
"hsa05321","hsa05321","Inflammatory bowel disease",65,0.525738939105426,1.64191348812848,0.005660389322592,0.0191782112502264,0.0107246576070345,3308,"tags=43%, list=17%, signal=36%","3561/3552/3606/7042/7040/6772/3566/3123/3118/4088/3117/3127/3122/3120/6778/7043/3113/3109/3459/5970/2625/3460/3115/64127/7097/7099/3119/6774"
"hsa04060","hsa04060","Cytokine-cytokine receptor interaction",289,0.383759970014618,1.41141551146316,0.0056662896875669,0.0191782112502264,0.0107246576070345,2440,"tags=19%, list=12%, signal=17%","3624/6364/3561/3627/3556/3557/6362/27242/3576/9547/6374/3552/3606/7042/9180/53833/7850/3976/4982/58191/652/7292/3559/659/7040/4283/51330/8743/90/3566/8797/8795/6357/353500/355/338376/7046/3597/7852/9966/8793/7043/1438/3574/10673/7132/3455/8764/4055/3459/3604/1237/920/3575/3603/3460"
"hsa00982","hsa00982","Drug metabolism - cytochrome P450",61,-0.481336057656845,-1.69652623213349,0.0058417596446805,0.0195838037612146,0.010951469208574,1390,"tags=41%, list=7%, signal=38%","7367/2952/127/2330/7365/221357/1558/2947/2944/10720/2946/2940/1571/7364/2327/4128/79799/124/2941/126/7366/2938/125/2939/316"
"hsa04657","hsa04657","IL-17 signaling pathway",92,0.464908052812793,1.52199850573143,0.0060443897505032,0.0200719357752559,0.0112244377690576,3402,"tags=30%, list=17%, signal=25%","3934/4312/6364/727897/3627/3576/6374/4318/4322/841/4314/5595/5597/1051/29110/7128/9618/5743/5970/7187/3551/9641/8717/1432/2932/2919/3320/8772"
"hsa05120","hsa05120","Epithelial cell signaling in Helicobacter pylori infection",69,0.505084635298557,1.59144951051907,0.00623629747132749,0.0205156701860493,0.0114725787224618,4366,"tags=48%, list=22%, signal=37%","4233/3576/5879/102/1839/5058/10392/6868/5335/83700/8992/4067/527/1956/5970/9296/3551/526/9114/6714/1432/537/245972/7082/2919/6352/9550/836/51382/529/4790/535/528"
"hsa04141","hsa04141","Protein processing in endoplasmic reticulum",169,-0.340692549084585,-1.41332910388745,0.00688290287546494,0.0224331649274413,0.0125448619660033,2095,"tags=21%, list=11%, signal=19%","7993/91319/55768/10130/596/51465/10483/4217/6745/64374/51619/10952/26232/5611/6747/7095/10277/51009/10961/22824/11231/2081/5034/4121/1410/5601/9451/6238/10905/7991/9709/6748/7494/6400/56605"
"hsa00520","hsa00520","Amino sugar and nucleotide sugar metabolism",37,0.586974692001108,1.66511480299042,0.00743278058817265,0.0235441833962291,0.0131661551886808,3120,"tags=38%, list=16%, signal=32%","3099/2582/2821/80201/55276/9945/3098/10020/3073/1118/80146/55577/10007/7358"
"hsa00620","hsa00620","Pyruvate metabolism",47,-0.486471510073362,-1.63359133887974,0.00744593018251417,0.0235441833962291,0.0131661551886808,2640,"tags=36%, list=13%, signal=31%","2271/127/5161/5105/1738/223/4200/5106/5160/224/84532/124/3945/126/32/38/125"
"hsa04640","hsa04640","Hematopoietic cell lineage",96,0.474204704647738,1.55785578384324,0.00737698606134665,0.0235441833962291,0.0131661551886808,2328,"tags=30%, list=12%, signal=27%","3673/3675/1604/3552/3678/7850/928/3690/3559/3566/3123/3655/3118/4311/4254/3117/3684/3127/3122/7037/3120/966/1438/929/3574/3113/3109/920/3575"
"hsa04659","hsa04659","Th17 cell differentiation",107,0.457600716505624,1.5170926751998,0.00749133108061835,0.0235441833962291,0.0131661551886808,4326,"tags=41%, list=22%, signal=32%","3561/3556/861/196/3559/7040/6772/3566/3123/3091/3118/5595/7046/4088/3117/3127/3122/5530/3120/6778/5335/3113/3109/3459/5970/2625/920/3460/3551/3115/3119/3717/1432/7048/6774/3320/3554/3111/917/4794/3560/5534/4790/4793"
"hsa04622","hsa04622","RIG-I-like receptor signaling pathway",70,0.505576781999888,1.59813113355016,0.00763320103269418,0.0237777589691004,0.0132967731077206,4996,"tags=41%, list=25%, signal=31%","3627/3576/57169/340061/841/338376/103/23586/29110/64135/10010/5970/843/7187/3551/79132/9641/8717/1432/8772/9636/7186/9140/4790/4793/5300/80143/3661/4792"
"hsa00670","hsa00670","One carbon pool by folate",36,-0.537501325121444,-1.70268824504744,0.00836465613267123,0.0258277101640375,0.0144431273943631,2183,"tags=33%, list=11%, signal=30%","191/1738/4144/55349/29958/10840/1757/4143/1491/160428/875/27232"
"hsa03273","hsa03273","Virion - Lassa virus and SFTS virus",16,0.694929056999986,1.66110818881632,0.00985869804653921,0.03017618880332,0.0168748424229092,1899,"tags=44%, list=10%, signal=40%","8828/5099/79784/5097/4627/7037/4629"
"hsa04015","hsa04015","Rap1 signaling pathway",208,0.396914583488083,1.42191414329325,0.0102318261031472,0.0310482998992054,0.0173625361278451,3274,"tags=31%, list=17%, signal=26%","1946/4233/3397/2149/6237/1969/5159/5879/56034/5584/60/285/3690/1942/5880/2771/3688/5899/999/5898/1499/5331/3689/84612/3845/2533/5595/7408/26037/7422/4254/91860/7057/3684/113/387/5578/5216/1945/5335/9564/3937/7094/805/57568/71/5156/1956/2776/1500/23094/64411/7409/1944/5330/6714/5900/9855/7074/5587/109/1432/25865/5604"
"hsa00514","hsa00514","Other types of O-glycan biosynthesis",46,0.54061334746439,1.59820680962004,0.010913390026087,0.0328334469160909,0.0183608091307087,1467,"tags=24%, list=7%, signal=22%","11227/56913/79709/100528030/8985/55568/2591/79695/727936/6480/2683"
"hsa05206","hsa05206","MicroRNAs in cancer",276,0.383768864721314,1.401546106455,0.0111709379620108,0.0333234759544729,0.0186348385271723,3550,"tags=26%, list=18%, signal=22%","5268/5328/1946/4233/5159/4318/7042/9493/3678/6768/7430/1591/6624/3690/3371/659/578/2064/8091/6935/1942/1545/8626/7078/3667/3845/406937/5595/4854/2065/23414/7422/3065/994/7057/387/595/4363/1021/5578/1945/5335/54541/7168/5743/5156/6093/1956/2146/1871/1786/1029/5292/3551/2885/9839/406988/6464/898/1944/407035/10018/9134/672/85414/5604/1026/6774/7157/7431/3925/3162/7329"
