"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa05130","hsa05130","Pathogenic Escherichia coli infection",196,0.559965868651044,1.98734038509701,3.97408089957387e-09,1.16573039720834e-07,6.55374744842007e-08,3896,"tags=47%, list=20%, signal=38%","51208/2149/55971/3576/4643/3606/2597/10095/2212/9069/9076/5879/84790/60/7430/1364/10109/2017/1366/578/8743/203068/7277/8797/4642/4615/3688/79784/8795/7456/5058/29108/4627/841/355/9181/5595/9265/10096/9267/4690/5010/3071/10383/387/4640/10458/10093/834/4629/7132/71/6093/10097/5970/5062/10376/382/9266/7846/10787/3551/4646/10672/10381/7009/2534/10094/375/7099/6714/10552/8717/100506658/1432/581/7082/8772/27128/8976/3554/4641/10006/57121/836/64005/7186/10092/4542/4628/9826/5777"
"hsa04144","hsa04144","Endocytosis",241,0.52816133766649,1.91073838175242,5.30575346054337e-09,1.43663478316251e-07,8.07677449864092e-08,4023,"tags=45%, list=20%, signal=36%","11031/3561/8853/10095/5584/1212/10109/5371/3559/57154/832/50807/51510/163/7456/7879/23624/84612/857/7046/9265/10096/858/1785/4088/5878/7852/3949/9267/1173/3134/868/3303/7037/156/387/867/4734/10093/10890/8766/377/10617/9798/160/5156/23362/1956/10097/6455/8394/382/58533/9266/829/64750/30846/11021/29934/92421/10015/57132/64411/9897/5119/4218/378/27243/55737/57403/5869/25978/10938/84313/10094/30011/375/6714/10552/11311/10565/1759/830/23527/7048/79720/116985/27128/7251/1211/5868/9559/8976/55738/116984/51019/116987/3799/9146/5338/1213/10092/83737/8218/8027/51160/9765/23550"
"hsa05146","hsa05146","Amoebiasis",101,0.638378913119515,2.11367916158174,8.08154171221989e-09,2.03193048764386e-07,1.14235326458447e-07,2219,"tags=36%, list=11%, signal=32%","3918/3914/2335/6317/1277/1278/1281/3909/2769/3576/87/7042/1284/3910/81/1282/5272/7850/3315/7040/6318/7414/5052/7879/5331/3689/3912/5878/3684/3915/5578/7043/929/3913/5970/2776"
"hsa05152","hsa05152","Tuberculosis",175,0.573491434279317,2.01053240347513,9.49552336817784e-09,2.22828281706573e-07,1.25274273208241e-07,3733,"tags=46%, list=19%, signal=38%","22925/2215/7421/3552/3606/2212/7042/2214/1509/972/7040/6772/3656/2213/1520/2207/4615/4360/3123/9902/7879/841/3689/3118/5595/1263/5878/8767/3117/91860/3684/3127/3122/1051/5530/3120/387/3687/8915/7043/64581/929/805/7132/527/3113/817/3109/818/3459/5970/8877/843/10333/3460/3115/5869/64127/637/7097/9114/2209/7099/6714/3119/718/8717/3717/1432/581/537/245972/5993/8772/1385/3587/3588/4261/5868/836/3111"
"hsa05205","hsa05205","Proteoglycans in cancer",201,0.545715410237486,1.9442911574832,1.10587284845087e-08,2.43292026659191e-07,1.36779010203134e-07,3308,"tags=38%, list=17%, signal=32%","3673/2335/1277/5328/4233/1278/5329/3710/4313/3693/2316/6237/6382/4318/6385/7042/4060/5879/3678/4478/3339/60/7430/7474/7472/3690/2017/3685/7040/2064/1839/3688/3091/7078/5058/1499/3845/6548/857/7476/355/5595/2065/858/8826/7422/7057/387/595/867/5578/5335/71/817/818/6093/1956/1514/4659/8324/7477/5829/8323/2885/7409/1634/6469/7097/2817/7099/6714/5499/7074/1432/5604/1026/6774"
"hsa04975","hsa04975","Fat digestion and absorption",43,-0.735894952427826,-2.43412135116024,3.88304879164641e-08,8.04019514505609e-07,4.52020540451718e-07,970,"tags=26%, list=5%, signal=24%","8613/5320/81579/38/948/5319/1208/1056/5406/5408/5407"
"hsa04621","hsa04621","NOD-like receptor signaling pathway",177,0.554375357260624,1.94487303801036,4.94632006636173e-08,9.16370875452278e-07,5.151845830892e-07,3626,"tags=38%, list=18%, signal=31%","84168/4938/3710/4939/118429/3576/4940/2635/3606/2633/1508/90550/3428/115361/598/330/2634/6773/6772/340061/4615/643246/1536/140609/5331/29108/841/7295/115362/5595/10379/8767/10392/29110/387/7128/55054/834/6041/3455/10010/55914/84674/5970/1535/11035/10059/24145/7187/3551/79184/9447/64127/10616/5580/5330/7099/22861/9641/1432/2919/3320/8772/6352/10135/331/5332"
"hsa05203","hsa05203","Viral carcinogenesis",193,0.538358370754698,1.90619522373611,4.69569540287843e-08,9.16370875452278e-07,5.151845830892e-07,3887,"tags=45%, list=20%, signal=37%","5315/8342/87/440689/8362/8349/5879/85236/81/983/8343/8365/554313/8370/890/5366/85477/578/1111/3017/7534/8347/7529/841/991/5922/3845/8345/5595/10379/3065/5423/3134/5610/7533/8970/387/595/1021/1030/128312/1017/1739/8368/4067/8339/2934/4055/5970/1237/2958/1029/6672/7187/5829/11036/7532/2885/51564/5925/2967/896/1019/898/1388/10488/9114/6714/9134/718/8717/4791/581/245972/1026/6774/1385/7157/55869/8294/1642/10971/836/23352/7186/8367/9734"
"hsa05222","hsa05222","Small cell lung cancer",92,0.633512610533794,2.07845372925396,6.84319244943867e-08,1.20440187110121e-06,6.77115884470773e-07,4311,"tags=55%, list=22%, signal=44%","3918/3914/3673/2335/3675/3909/1164/598/1284/3910/1282/330/3685/578/3688/3655/5915/3912/3915/595/1021/1030/1017/9618/5743/3913/1871/5970/7187/3551/5925/1019/898/3911/4149/9134/581/1026/1647/7157/331/1287/836/7186/317/3908/1643/5747/10000/4790/6502"
"hsa04670","hsa04670","Leukocyte transendothelial migration",112,0.609641202164088,2.03919558264442,8.37407678475421e-08,1.40365477534928e-06,7.89136057911675e-07,2231,"tags=36%, list=11%, signal=32%","51208/4313/7070/87/4318/9069/9076/5879/4478/81/60/7430/1364/103910/4688/1366/3383/7414/1495/10398/5880/2771/3688/1536/1499/3689/10627/7408/7852/3684/5010/387/5578/5335/9564/83700/71/6093/1535/1500"
"hsa05145","hsa05145","Toxoplasmosis",109,0.612472973926592,2.0443042608473,1.0550311972048e-07,1.68804991552769e-06,9.49023277868436e-07,3733,"tags=46%, list=19%, signal=37%","3918/3914/3909/7042/598/3910/330/240/7040/6772/4615/2771/3123/3688/3655/841/3912/3118/5595/3949/3117/3127/3122/3303/3120/3915/7043/7132/3113/3913/3109/3459/5970/23643/3460/3551/3115/3911/7097/7099/3119/3717/1432/6774/3587/3588/4261/331/836/3111"
"hsa04142","hsa04142","Lysosome",244,0.508292944113069,1.84061365692447,1.14980751228356e-07,1.75970541010353e-06,9.89308065488826e-07,5031,"tags=46%, list=25%, signal=35%","1510/130340/24141/1513/26031/1508/4864/968/6556/1509/7805/1212/10947/5476/4758/1520/1075/163/54/7879/1515/1173/1174/57707/23659/3423/4668/1200/5641/9516/1512/3073/121260/51296/8992/527/160/2799/127829/8673/1522/1514/4286/9842/114879/64121/55353/4074/2588/9296/2720/206358/526/2760/79158/55737/2581/8906/7030/55207/2717/6845/8907/9114/9741/114881/537/245972/10053/57617/2517/5538/23503/26503/9550/55004/1176/1211/2629/9559/1213/51382/8218/4126/64798/529/8763/10577/9179/5660/23312/6272/23163/535/528/57521/26088/7098/54982/164/4125/80208/3988/427/138050/23557/523/79036/55315/10542/9342/1186/3482"
"hsa04080","hsa04080","Neuroactive ligand-receptor interaction",359,-0.379044578622874,-1.74227159943859,2.54126507069951e-07,3.57810121954491e-06,2.01161192964845e-06,5339,"tags=45%, list=27%, signal=34%","3363/10800/146/55584/134860/3354/2642/2911/1901/57152/3061/2904/6019/1135/5026/1146/554/7200/2897/9294/2898/51083/4922/551/2862/148/2692/1444/155/3360/886/53637/2695/4985/57053/51052/2914/4295/2900/2557/116443/186/11255/22953/2905/1128/9002/3814/885/2693/2917/2492/2902/1442/10888/5020/8001/151/2916/7425/5030/51289/5340/2566/154/85569/2831/5028/2558/2837/1269/4852/1908/6915/64106/344838/113091/1268/10316/5025/6751/2901/5746/2890/6343/10424/7349/2587/2834/8484/1392/6753/153/5737/2688/6863/3361/1815/117/134/286530/6752/51738/283869/6869/1902/3972/114131/797/4543/89832/5179/5443/2893/79924/1395/5733/3355/150/2892/4889/185/1443/7068/552/256933/7432/152/116/1142/3952/2741/1511/2743/1139/2690/2740/2891/2562/1910/1140/5539/5734/2641/887/6344/7434/6750/5618/4886/23566/1131/27346/5023/5645/5646/727/80763/2925/170589/5644/3375"
"hsa04740","hsa04740","Olfactory transduction",402,-0.366585940403542,-1.71094635825484,2.53469311214405e-07,3.57810121954491e-06,2.01161192964845e-06,9341,"tags=72%, list=47%, signal=39%","219431/128360/390054/26339/219469/256144/81470/219438/81469/26189/125963/254973/392391/283160/119749/219453/390061/391114/124538/26648/81168/122740/403277/26338/135948/390190/219487/1261/219436/130075/10798/401665/390077/26539/283694/128371/81050/8590/127385/390882/282763/219447/120586/390037/26341/79541/144124/219477/121364/119687/26664/390036/390445/219952/219464/219983/8388/401993/284532/283159/1258/127062/26532/81328/26659/254783/390084/392309/4992/135946/127066/26735/390437/219873/391109/128367/283092/81466/26658/79310/138805/81127/390064/338755/81327/26595/119694/346517/150681/26737/26538/341568/79345/1260/810/8390/1262/390323/144125/121275/338751/26696/390152/390093/390439/441933/81439/138881/390157/283111/390083/390321/4991/26246/390113/4995/390892/120787/390649/389090/390197/26219/119765/26716/391189/8386/219981/81448/286365/403239/347169/4994/219986/4993/120776/390191/143496/392390/128366/391191/5566/121130/391196/81300/390883/390271/286362/219417/143502/390168/390275/390059/390155/219959/390148/256892/390142/283189/390648/219865/26693/390429/219957/282770/284521/442184/26686/283365/79295/255725/391107/51806/56656/390433/403284/219858/441670/128372/138802/390199/391190/163688/341416/219429/390201/347468/219960/26689/392138/8387/79339/219982/340980/219968/390072/442194/441639/162998/122748/126370/119678/81341/338674/219493/120775/127068/441608/219954/390265/402135/26692/390195/219958/6547/343171/122742/5568/401666/138799/219484/26497/392376/442361/283093/392392/401667/127074/390181/125962/390038/138883/219965/79544/81318/119772/127069/126541/391195/120793/343169/26211/390167/81697/390075/127623/390261/79473/57101/135941/341418/128368/121129/7932/387748/119692/284433/134083/391211/390081/390063/26534/81472/343563/729759/83988/343172/81797/219874/157/816/391192/3000/403244/390067/51764/127077/79290/5137/125958/5138/408/390264/6543/2788/219869/5997/219870/219875/338662"
"hsa05322","hsa05322","Systemic lupus erythematosus",125,0.580502456801934,1.96597025908753,2.81821854232315e-07,3.81543433422211e-06,2.145040833833e-06,3163,"tags=48%, list=16%, signal=41%","8342/2215/87/440689/8362/8349/8354/2212/85236/2214/8357/81/8343/8365/554313/8370/8358/723790/714/3017/8347/3123/8351/713/716/9555/715/6628/3118/941/8345/317772/3117/3127/3122/3120/8970/333932/8334/3015/128312/6632/8368/712/942/3113/8339/6737/3109/8330/717/8329/3115/8969/440093/2209/8968/3119/718/8335"
"hsa04613","hsa04613","Neutrophil extracellular trap formation",180,0.538647304341771,1.89605315858386,3.72706877501504e-07,4.85899336594554e-06,2.731730720089e-06,4283,"tags=44%, list=22%, signal=35%","8342/2215/440689/8362/8349/8354/2212/5879/85236/2214/8357/60/8343/8365/6404/554313/8370/8358/3690/4688/723790/3017/8347/5880/8351/1536/2359/9555/366/5331/3689/8345/5595/317772/3065/3684/8970/333932/8334/3015/5578/5335/64581/128312/8368/834/8339/71/8330/5970/1535/8329/51564/7097/8969/440093/5330/2209/7099/6714/8968/718/8335/1432/5604/3012/55869/8294/5332/8356/8332/2243/8367/9734/2266/4689/3683/10000/4790/10533"
"hsa04950","hsa04950","Maturity onset diabetes of the young",26,-0.78668428936151,-2.32789657889763,7.25678881794861e-07,9.12282022827825e-06,5.12885826230954e-06,2718,"tags=73%, list=14%, signal=63%","389692/3651/3630/3110/50674/4821/4825/3171/6928/3170/222546/6514/5080/3175/4760/3087/168620/2494/3375"
"hsa04110","hsa04110","Cell cycle",156,0.544450967460383,1.87643633210975,9.03932992515921e-07,1.06061471121868e-05,5.9627860558945e-06,4695,"tags=51%, list=24%, signal=39%","2810/9133/5347/7042/699/57082/990/983/891/890/7040/1111/7534/7529/991/4088/3065/4173/994/7533/157570/10403/9319/4172/90381/595/7272/1021/9232/1030/7043/9184/1017/4085/5518/8318/7465/7027/1871/4175/9978/5885/1029/7532/151648/5925/114799/1022/896/1019/4176/898/23594/5111/9134/1874/1026/2932/8697/1647/27085/7157/55869/10971/996/4171/113130/4174/4193/9212/6502/995/5591/8317/1027/9700/2033/23047/4999"
"hsa05168","hsa05168","Herpes simplex virus 1 infection",168,0.535286009782294,1.86750103015415,8.97400151705541e-07,1.06061471121868e-05,5.9627860558945e-06,3810,"tags=43%, list=19%, signal=35%","4938/4939/4940/3678/598/684/330/3690/6773/972/5371/578/6772/567/340061/4615/3123/115004/841/6892/3118/355/10379/6891/3117/3134/5610/3127/3122/23586/3120/29110/64135/6041/7132/3455/3113/8764/3109/811/3459/5970/56000/55080/5819/6672/7187/3460/3551/3115/3054/637/7097/6714/29992/8892/3119/5499/718/9641/8717/3717/581/8772/6352/7157/6732/56829/836/3111/5451/7186/5500"
"hsa05160","hsa05160","Hepatitis C",151,0.54805535648778,1.88577496249558,9.90902522873109e-07,1.12515383242366e-05,6.32562561290813e-06,3504,"tags=40%, list=18%, signal=33%","51208/4938/3627/91543/4939/4940/4600/4599/9069/9076/1364/6773/1366/578/6772/7534/3434/7529/1499/841/3845/355/5595/10379/5522/3949/5610/7533/5010/23586/29110/595/1021/1017/6041/7132/3455/5518/1956/1871/5970/7187/3551/7532/2885/5925/637/1019/10197/5520/9641/8717/100506658/581/5604/1026/2932/6774/8772/7157/8554"
"hsa05150","hsa05150","Staphylococcus aureus infection",88,0.611579121039479,1.99115378002605,1.96881065616821e-06,2.16569172178503e-05,1.21755395841981e-05,3157,"tags=45%, list=16%, signal=38%","3880/3872/25984/2215/2212/3868/2214/6404/3383/714/2213/3075/3123/3866/713/716/3860/2359/715/3689/3118/629/3117/3684/3127/3122/5724/3120/3861/712/719/3113/3109/717/3875/3115/54474/2209/3119/718"
"hsa05100","hsa05100","Bacterial invasion of epithelial cells",77,0.623490647461543,1.98884586553155,2.61514551220148e-06,2.78948854634825e-05,1.56825313012402e-05,3867,"tags=55%, list=20%, signal=44%","2335/4233/10095/5879/3678/60/1212/10109/10801/2017/7414/1495/3688/999/1499/857/10096/858/1785/23157/23176/55752/23607/387/867/10093/9564/71/10097/5829/10094/6464/3611/6714/10552/391/1759/1211/8976/1213/10092/8218"
"hsa05164","hsa05164","Influenza A",165,0.536998635724919,1.86538581310868,2.72886591721842e-06,2.82517883194378e-05,1.58831824283921e-05,3733,"tags=46%, list=19%, signal=38%","56649/4938/3627/91543/4939/3576/4940/4600/3552/3606/4599/3838/60/6773/5371/578/3383/6772/8743/8797/4615/3123/402569/8795/29108/841/3118/355/5595/10379/3117/5610/3127/3122/103/23586/3120/29110/1021/5578/8766/7514/64135/834/6041/7132/3455/3113/71/3109/3459/5970/56000/3337/7187/3460/3551/3115/896/637/1019/7099/3119/9641/8717/3717/581/5604/23633/8772/6352/4261/11100/836/4928/3111"
"hsa04217","hsa04217","Necroptosis",151,0.531033983197479,1.8272070109225,4.21025235255841e-06,4.23431093743017e-05,2.38053366099543e-05,3793,"tags=40%, list=19%, signal=33%","5834/3552/824/330/6773/723790/6772/8743/8797/5836/823/1536/51510/8795/9555/29108/841/355/10379/317772/5321/5610/2512/8334/6778/3015/7128/197259/834/7132/3455/817/818/3459/8330/11035/8878/10059/92421/3460/57132/5119/8329/27243/25978/637/10616/8969/7099/8335/8717/3717/581/6774/3320/8772/3012/644591/331/8332/7186"
"hsa04520","hsa04520","Adherens junction",93,0.590871987333565,1.94097481738848,4.42903606162672e-06,4.33061303803501e-05,2.43467479411059e-05,3284,"tags=45%, list=17%, signal=38%","51176/4233/4008/87/6591/81607/5879/81/60/103910/2064/7414/57154/1495/10398/5880/999/1499/6934/10627/5595/7046/8826/4088/387/10458/71/5770/6093/1956/5792/1500/5795/5819/64750/25945/11235/2534/6714/9855/7048/7082"
"hsa05140","hsa05140","Leishmaniasis",75,0.621709129972689,1.97272310693753,4.81178997483636e-06,4.45723702932211e-05,2.50586292318348e-05,4326,"tags=57%, list=22%, signal=45%","2215/3552/2212/7042/2214/4688/7040/6772/4615/3123/3688/1536/3689/3118/5595/3117/3684/3127/3122/3120/7043/3113/5743/3109/3459/5970/1535/3460/3115/7097/2209/7099/3119/718/3717/1432/3111/5777/4689/2002/3676/4790/4793"
"hsa04151","hsa04151","PI3K-Akt signaling pathway",353,0.447825913060992,1.66172782192887,4.74814482227979e-06,4.45723702932211e-05,2.50586292318348e-05,3335,"tags=31%, list=17%, signal=26%","3918/3914/3673/3694/2335/3675/3691/7058/1277/1946/4233/1278/1311/22801/3561/1293/3909/2149/3693/1969/6696/5159/5879/3678/9180/598/1284/56034/3696/3910/1282/285/3690/3371/3685/3559/2069/2064/1942/7534/3566/59345/7039/3688/3655/374/7529/3667/3912/3845/5595/5522/2065/7422/4254/7057/7533/55970/3915/7059/595/1021/5578/1945/1291/2782/54541/1017/2790/3574/3455/5518/5156/3913/2997/3381/1956/5970/9470/4602/1292/3575/10161/3551/7532/2885/5562/896/1019/898/1944/1388/3911/2787/7097/10488/5008/7099/5520/10018/9134/672/3717/5604/2783/1026/2932/3320"
"hsa04517","hsa04517","IgSF CAM signaling",295,0.456610538741283,1.67307652660755,5.11593140845233e-06,4.61745604044928e-05,2.59593820455881e-05,2828,"tags=32%, list=14%, signal=28%","4008/8828/3556/87/10095/81607/5879/3678/84790/4478/1000/81/219699/5584/60/7430/5361/103910/3690/10109/5376/3383/7414/84189/4638/203068/7277/10398/55243/7204/3688/79784/999/23380/5058/1499/4627/3689/5921/84612/6091/10627/941/8499/5595/10096/2036/8826/79827/55558/4690/3684/4637/8573/23607/10383/387/3687/10458/5578/10093/3635/5335/9564/3937/83700/4629/4067/6709/942/1525/71/10097/9414/5792/5062/5819/10376/8500/382/8655/6711/7846/5829/106821730/2885/25945/10381/57823/7409/92154/2534/10094/91768"
"hsa04210","hsa04210","Apoptosis",135,0.537718313049051,1.83143902528141,5.68104807614771e-06,4.99932230700998e-05,2.8106237850415e-05,3830,"tags=40%, list=19%, signal=32%","1513/3710/1508/84790/598/143/1509/824/330/60/10039/5366/578/8743/1520/7277/8797/1075/823/8795/841/1515/3845/355/5595/835/1512/1649/6709/7132/71/1522/1514/5970/843/10376/7846/3551/84823/637/4001/10018/8717/581/5604/1647/8772/597/7157/331/836/5783/7186/4000"
"hsa00280","hsa00280","Valine, leucine and isoleucine degradation",46,-0.665074887231801,-2.21848553127565,6.10059274784311e-06,5.16386827658249e-05,2.90313168659542e-05,2378,"tags=50%, list=12%, signal=44%","1629/1962/594/549/1738/84693/26275/223/5095/3158/5096/587/4329/3033/224/54511/36/56922/34/586/38/18/316"
"hsa05162","hsa05162","Measles",132,0.539254067383909,1.83341021153895,6.1614337391041e-06,5.16386827658249e-05,2.90313168659542e-05,3456,"tags=36%, list=18%, signal=30%","3561/4938/4939/4940/4600/3552/4599/4478/598/6773/3559/578/6772/2213/4615/841/355/10379/5610/868/103/3303/23586/29110/595/1021/7128/1017/64135/3455/5970/7187/3551/896/637/1019/898/7097/7099/9134/4179/9641/8717/581/2932/6774/8772/7157"
"hsa04810","hsa04810","Regulation of actin cytoskeleton",228,0.48333667329242,1.74397862601661,7.73659625998258e-06,6.33321368259039e-05,3.56053879284388e-05,2557,"tags=34%, list=13%, signal=30%","3673/3694/2335/3675/3691/22801/2149/3693/87/6237/5159/10095/5879/3678/4478/56034/3696/81/1072/60/7430/103910/3690/10109/128239/3685/85477/7414/4638/10398/5880/3688/79784/3655/5058/4627/3689/3845/6548/10627/5595/54434/10096/8826/51571/7852/3684/3984/3071/79837/55970/387/3687/10458/5216/10093/9564/4629/71/5156/2934/6093/81624/1956/10097/10152/5062/4659/8394/7114/54961/3985/5829/10787/106821730/1729/10672"
"hsa04360","hsa04360","Axon guidance",180,0.509343907066839,1.79290440333618,8.17640473736723e-06,6.54112378989379e-05,3.67742605412689e-05,3002,"tags=34%, list=15%, signal=29%","1946/4233/10512/1948/8482/2043/6237/1969/10371/22885/5879/219699/1072/7474/23654/5361/103910/10509/659/10154/1942/10398/5880/2771/3688/1947/23380/5058/5921/84612/3845/6091/10627/5595/54434/7852/55558/4690/3984/5530/387/5578/1945/5335/2050/1808/817/818/6093/2042/7220/5062/54910/54961/3985/106821730/29984/2534/6469/1944/3611/6714"
"hsa04933","hsa04933","AGE-RAGE signaling pathway in diabetic complications",99,0.573309431617344,1.8955034890609,8.69335617091721e-06,6.80013638258413e-05,3.82304318159634e-05,3697,"tags=46%, list=19%, signal=38%","2335/1277/50507/1278/1281/4313/3576/3552/7042/5879/1284/1282/7040/3383/6772/2152/5054/1536/113026/5331/3845/5595/7046/7422/4088/595/5578/7043/5335/183/5970/1906/5292/1729/1019/5580/5330/3717/1432/581/7048/6774/27035/1287/5332/836"
"hsa00260","hsa00260","Glycine, serine and threonine metabolism",39,-0.674779979909466,-2.18112878102465,1.21909443993337e-05,9.32872267079452e-05,5.24461681252802e-05,1081,"tags=33%, list=5%, signal=32%","55349/63826/29958/4128/1757/23464/2593/26227/1491/875/29968/27232/2628"
"hsa04666","hsa04666","Fc gamma R-mediated phagocytosis",94,0.573722180723371,1.88088280907721,1.41209950698117e-05,0.000105757239671781,5.94568213465754e-05,3274,"tags=40%, list=17%, signal=34%","8853/2215/10095/2212/5879/2214/1072/10109/85477/2213/5880/50807/5058/5595/7408/10096/1785/5321/8612/3984/5578/10093/3635/5335/4067/2934/10097/8877/8394/382/3985/7409/10094/5580/2209/10552/5788/5604"
"hsa05166","hsa05166","Human T-cell leukemia virus 1 infection",214,0.482686108690889,1.73346711343386,1.66956522533257e-05,0.00011997196334508,6.74483525983104e-05,4267,"tags=41%, list=22%, signal=33%","6513/4316/3561/9133/7042/598/7850/890/3559/7040/3383/706/1111/567/2114/3123/991/3689/3845/3118/5595/7046/4088/3117/5423/3134/3127/3122/5530/113/3120/595/9232/1030/7043/9184/1017/7094/7514/1739/4488/4085/7132/3113/3109/4055/811/1871/5970/2113/920/1029/3551/5925/3115/896/1019/898/1388/64784/10488/9134/3119/109/4791/581/5604/7048/1026/8697/1385/7157/331/3554/5971/996/3111/108/917/83660/200186/2224/2002/3683/3560/10000/5534/4790"
"hsa05169","hsa05169","Epstein-Barr virus infection",193,0.487505984121212,1.72613936915649,1.67006426247412e-05,0.00011997196334508,6.74483525983104e-05,4326,"tags=49%, list=22%, signal=39%","4938/3627/4939/953/4940/5879/965/890/6773/578/3383/6772/567/4615/3123/841/6892/5707/3118/355/5704/10379/6891/3065/3117/3134/5610/3127/3122/23586/3120/29110/5714/595/1021/4734/7128/1017/4067/3455/3113/3109/811/1871/5970/55080/10213/5708/3280/7187/3551/5713/5925/3115/5717/896/637/1019/898/7097/9612/10018/9134/3119/5701/9641/8717/1432/4791/581/11047/1026/6774/1647/8772/7157/7431/9636/5709/836/5971/3111/5719/7186/917/317/4794/3683/1643/5706/4193/10000/4790/6502/4793"
"hsa05170","hsa05170","Human immunodeficiency virus 1 infection",200,0.488420432798611,1.7369109497803,1.7591833234474e-05,0.000123846505970697,6.96266241701285e-05,3809,"tags=37%, list=19%, signal=30%","130340/3710/9133/5879/598/684/983/891/1072/578/1111/567/340061/59345/5880/4615/2771/115004/5058/841/27350/6892/3845/355/5595/6891/7852/91860/3134/1174/3984/5530/29110/55970/5578/5335/2782/2790/805/7132/7465/811/5970/55080/2776/920/5062/3985/9978/5829/3551/140564/106821730/60489/8906/637/8907/2787/7097/7099/8717/1432/581/10053/5604/2783/8772/6923/6921/2767/1642/836/7186/917"
"hsa05412","hsa05412","Arrhythmogenic right ventricular cardiomyopathy",85,0.586503726993615,1.90422981133551,1.92339165539624e-05,0.000132751737784211,7.46331540174392e-05,2109,"tags=34%, list=11%, signal=31%","3673/3694/3675/3691/51176/22801/3728/3693/1829/784/3678/3696/1000/60/3690/3685/1824/1495/3688/3655/1499/6934/2697/6443/488/782/781/71/6444"
"hsa04530","hsa04530","Tight junction",168,0.499842757117787,1.74384692813512,3.47010539269127e-05,0.000230467377024024,0.000129568979905851,3284,"tags=39%, list=17%, signal=33%","51208/861/87/10095/9069/9076/5879/84790/4478/81/5584/60/7430/1364/103910/10109/2017/1366/2064/7277/10398/3688/79784/4627/57530/84612/10627/9181/51762/5522/7408/10096/27134/4637/5010/387/595/4734/79778/10093/83700/1739/4629/5518/71/5565/6093/10097/9414/10376/7846/3993/4218/5562/8189/1019/10094/23370/6714/10552/5520/5111/7074/100506658/7082"
"hsa05167","hsa05167","Kaposi sarcoma-associated herpesvirus infection",184,0.483500611406368,1.7093426858408,3.40599259097873e-05,0.000230467377024024,0.000129568979905851,3481,"tags=36%, list=18%, signal=30%","51176/3710/3576/5879/285/6773/578/3383/6772/59345/3091/643246/1499/841/6934/3845/355/5595/10379/7422/91860/3134/5610/5530/29110/55970/595/9976/1021/5335/2782/2790/805/4067/942/7132/3455/5743/1871/3459/5970/1237/7187/3551/7316/5925/637/1019/1230/2787/6714/718/9641/8717/3717/1432/581/5604/2783/1026/2932/6774/2919/8772/1385/7157/100507436"
"hsa04380","hsa04380","Osteoclast differentiation",132,0.520294238272207,1.76894867771861,3.88310411257713e-05,0.000253120860671694,0.000142304790090546,3417,"tags=37%, list=17%, signal=31%","1513/5468/3710/2215/3552/2274/2212/7042/5879/2214/3690/4982/6773/4688/7040/6772/2213/54/2355/5595/10379/7046/3726/5530/488/54209/3937/11006/7132/3455/3459/5970/1535/4286/8878/3460/3551/2885/2534/2209/8792/1432/4791/5604/7048/814/27035/7305/1385"
"hsa04390","hsa04390","Hippo signaling pathway",156,0.505460798851502,1.74205771338112,4.25624308530331e-05,0.000272399557459412,0.000153143291873114,3361,"tags=37%, list=17%, signal=31%","51176/3397/6591/122786/7042/5584/330/60/7474/7472/652/659/7040/7534/1495/5054/2736/999/374/7529/1499/3689/6934/84612/353500/7476/55233/7046/5522/10413/7005/4088/9231/7533/595/7043/1739/5518/71/25937/7003/1454/6788/166824/8324/7477/7532/8323/3993/84962/896/7159/1490/5520/5499/7048/2932/3398"
"hsa04974","hsa04974","Protein digestion and absorption",100,-0.478189063221655,-1.84125124893963,6.07195445109447e-05,0.00038166570835451,0.000214572826467248,503,"tags=21%, list=3%, signal=21%","6543/131873/482/3784/4224/643834/6519/117247/5645/5646/5644/1504/440387/1357/1360/23436/10136/1506/51032/63036/1358"
"hsa04612","hsa04612","Antigen processing and presentation",63,0.609911248519683,1.88769138584644,6.54071814499741e-05,0.000403918032813875,0.000227083104572394,3733,"tags=51%, list=19%, signal=41%","1508/10437/972/1520/567/3123/5721/6892/3118/6891/3117/3134/3127/3122/3303/3120/5641/3113/3109/811/1514/55080/920/3115/10197/3119/5720/5993/3320/1385/4261/3111"
"hsa04115","hsa04115","p53 signaling pathway",75,0.58110642137241,1.84388809776928,0.000103945728472548,0.000630843041764428,0.000354660561757514,4233,"tags=55%, list=21%, signal=43%","5268/2810/3486/9133/64065/598/983/891/3732/5366/1111/8797/5054/8795/51246/841/355/7057/10848/595/1021/1017/901/1029/896/637/1019/898/64393/9134/581/1026/1647/7157/9540/836/64326/317/1643/55240/4193"
"hsa05323","hsa05323","Rheumatoid arthritis",91,0.555822640454581,1.82287137539666,0.00011119750194944,0.000663415604850898,0.000372972887894644,3466,"tags=47%, list=18%, signal=39%","4312/6364/1513/3576/6374/3552/3606/7042/7040/3383/3123/54/3689/3118/4314/941/7422/3117/3127/3122/3120/7043/8992/10673/942/527/3113/3109/1514/9296/526/3115/7097/9114/7099/8792/3119/537/245972/2919/1493/6352/9550"
