"Gene","Module"
"ATOH7","turquoise"
"ATOH8","turquoise"
"ATP2A1","turquoise"
"ATP6AP1-DT","turquoise"
"ATP6V0A1","turquoise"
"ATP6V0A2","turquoise"
"ATP6V1B1","turquoise"
"ATP7A","turquoise"
"ATP8B3","turquoise"
"ATXN3","turquoise"
"ATXN7L2","turquoise"
"AURKAIP1","turquoise"
"AVP","turquoise"
"AZU1","turquoise"
"B3GALT6","turquoise"
"B3GAT1","turquoise"
"B3GAT2","turquoise"
"B3GNT4","turquoise"
"B3GNT8","turquoise"
"B4GALNT2","turquoise"
"B4GALNT4","turquoise"
"B9D2","turquoise"
"BABAM2","turquoise"
"BARHL1","turquoise"
"BARHL2","turquoise"
"BARX1","turquoise"
"BASP1-AS1","turquoise"
"BBC3","turquoise"
"BBLN","turquoise"
"BBS4","turquoise"
"BBS7","turquoise"
"BBX","turquoise"
"BCAN","turquoise"
"BCAS4","turquoise"
"BCL2L12","turquoise"
"BDH2","turquoise"
"BEST2","turquoise"
"BEST4","turquoise"
"BHLHA9","turquoise"
"BHLHE23","turquoise"
"BIRC7","turquoise"
"BIRC8","turquoise"
"BLOC1S3","turquoise"
"BLTP2","turquoise"
"BMPR1A","turquoise"
"BOD1L2","turquoise"
"BOP1","turquoise"
"BORCS6","turquoise"
"BORCS8","turquoise"
"BPESC1","turquoise"
"BPIFA2","turquoise"
"BPIFA3","turquoise"
"BPIFB2","turquoise"
"BPIFB3","turquoise"
"BPIFB4","turquoise"
"BPIFB6","turquoise"
"BRAP","turquoise"
"BRAT1","turquoise"
"BRICD5","turquoise"
"BRINP2","turquoise"
"BRME1","turquoise"
"BRSK1","turquoise"
"BRWD3","turquoise"
"BSX","turquoise"
"BTBD10","turquoise"
"BTBD7","turquoise"
"BTNL2","turquoise"
"C10orf120","turquoise"
"C10orf53","turquoise"
"C10orf95","turquoise"
"C11orf16","turquoise"
"C11orf21","turquoise"
"C11orf42","turquoise"
"C11orf86","turquoise"
"C11orf87","turquoise"
"C14orf119","turquoise"
"C14orf180","turquoise"
"C15orf32","turquoise"
"C16orf82","turquoise"
"C16orf86","turquoise"
"C16orf92","turquoise"
"C16orf95","turquoise"
"C17orf50","turquoise"
"C17orf99","turquoise"
"C19orf25","turquoise"
"C19orf67","turquoise"
"C1QL1","turquoise"
"C1QL2","turquoise"
"C1QL3","turquoise"
"C1QL4","turquoise"
"C1QTNF12","turquoise"
"C1QTNF4","turquoise"
"C1QTNF8","turquoise"
"C1orf159","turquoise"
"C1orf167","turquoise"
"C1orf35","turquoise"
"C1orf53","turquoise"
"C1orf87","turquoise"
"C1orf94","turquoise"
"C20orf141","turquoise"
"C20orf144","turquoise"
"C20orf173","turquoise"
"C20orf181","turquoise"
"C20orf204","turquoise"
"C21orf58","turquoise"
"C22orf15","turquoise"
"C22orf23","turquoise"
"C2CD4A","turquoise"
"C2CD4C","turquoise"
"C2orf81","turquoise"
"C3orf18","turquoise"
"C3orf22","turquoise"
"C3orf38","turquoise"
"C4orf46","turquoise"
"C5orf52","turquoise"
"C8B","turquoise"
"C8G","turquoise"
"C8orf17","turquoise"
"C8orf58","turquoise"
"C8orf74","turquoise"
"C8orf82","turquoise"
"C9orf163","turquoise"
"C9orf40","turquoise"
"C9orf50","turquoise"
"C9orf78","turquoise"
"CA11","turquoise"
"CA5B","turquoise"
"CA7","turquoise"
"CABP1","turquoise"
"CABP2","turquoise"
"CABP4","turquoise"
"CABP5","turquoise"
"CACNA1F","turquoise"
"CACNA1G","turquoise"
"CACNA1I","turquoise"
"CACNA1S","turquoise"
"CACNG1","turquoise"
"CACNG2","turquoise"
"CACNG3","turquoise"
"CACNG5","turquoise"
"CACNG7","turquoise"
"CACNG8","turquoise"
"CACTIN-AS1","turquoise"
"CALCB","turquoise"
"CALHM1","turquoise"
"CALHM3","turquoise"
"CALML3","turquoise"
"CALML5","turquoise"
"CALR3","turquoise"
"CALY","turquoise"
"CAMK2N2","turquoise"
"CAMKV","turquoise"
"CAND2","turquoise"
"CAPN15","turquoise"
"CARD10","turquoise"
"CARD14","turquoise"
"CARMIL3","turquoise"
"CARNS1","turquoise"
"CASK","turquoise"
"CASKIN1","turquoise"
"CASP4","turquoise"
"CATIP","turquoise"
"CATSPER1","turquoise"
"CATSPER4","turquoise"
"CATSPERD","turquoise"
"CATSPERG","turquoise"
"CATSPERZ","turquoise"
"CAV3","turquoise"
"CBARP","turquoise"
"CBR3","turquoise"
"CBX2","turquoise"
"CCDC106","turquoise"
"CCDC116","turquoise"
"CCDC13","turquoise"
"CCDC14","turquoise"
"CCDC140","turquoise"
"CCDC146","turquoise"
"CCDC154","turquoise"
"CCDC166","turquoise"
"CCDC177","turquoise"
"CCDC182","turquoise"
"CCDC185","turquoise"
"CCDC27","turquoise"
"CCDC28B","turquoise"
"CCDC33","turquoise"
"CCDC42","turquoise"
"CCDC61","turquoise"
"CCDC70","turquoise"
"CCDC78","turquoise"
"CCDC85B","turquoise"
"CCDC85C","turquoise"
"CCDC87","turquoise"
"CCDC88B","turquoise"
"CCER1","turquoise"
"CCL27","turquoise"
"CCM2L","turquoise"
"CCNJL","turquoise"
"CCNO","turquoise"
"CCNP","turquoise"
"CCNYL6","turquoise"
"CCT8L2","turquoise"
"CD164","turquoise"
"CD164L2","turquoise"
"CD7","turquoise"
"CDC14C","turquoise"
"CDC42EP5","turquoise"
"CDC73","turquoise"
"CDH15","turquoise"
"CDH16","turquoise"
"CDH22","turquoise"
"CDH24","turquoise"
"CDH4","turquoise"
"CDH4-AS2","turquoise"
"CDH7","turquoise"
"CDHR4","turquoise"
"CDK12","turquoise"
"CDK5R1","turquoise"
"CDK5R2","turquoise"
"CDKN1C","turquoise"
"CDKN2D","turquoise"
"CDRT15","turquoise"
"CDRT15P3","turquoise"
"CDSN","turquoise"
"CDT1","turquoise"
"CDX1","turquoise"
"CDX2","turquoise"
"CEACAM16","turquoise"
"CEACAM4","turquoise"
"CEBPE","turquoise"
"CELA1","turquoise"
"CELF1","turquoise"
"CELF4","turquoise"
"CELF5","turquoise"
"CEND1","turquoise"
"CEP295","turquoise"
"CEP72-DT","turquoise"
"CEP78","turquoise"
"CERS1","turquoise"
"CERS5","turquoise"
"CES5A","turquoise"
"CFAP100","turquoise"
"CFAP144P1","turquoise"
"CFAP20","turquoise"
"CFAP410","turquoise"
"CFAP46","turquoise"
"CFAP65","turquoise"
"CFAP73","turquoise"
"CFAP74","turquoise"
"CFAP77","turquoise"
"CFLAR","turquoise"
"CFP","turquoise"
"CGB2","turquoise"
"CHADL","turquoise"
"CHAT","turquoise"
"CHCHD3","turquoise"
"CHCT1","turquoise"
"CHD5","turquoise"
"CHM","turquoise"
"CHRD","turquoise"
"CHRNA10","turquoise"
"CHRNA2","turquoise"
"CHRNA4","turquoise"
"CHRNB2","turquoise"
"CHRNB4","turquoise"
"CHRNG","turquoise"
"CHST12","turquoise"
"CHST13","turquoise"
"CHST14","turquoise"
"CHST2","turquoise"
"CHST7","turquoise"
"CHST8","turquoise"
"CHTF18","turquoise"
"CIAO2B","turquoise"
"CIB3","turquoise"
"CIBAR1P2","turquoise"
"CIBAR2","turquoise"
"CILP2","turquoise"
"CIMAP1A","turquoise"
"CIMAP1B","turquoise"
"CIMAP1C","turquoise"
"CIMAP1D","turquoise"
"CIMIP2A","turquoise"
"CIMIP5","turquoise"
"CIROZ","turquoise"
"CISD1","turquoise"
"CITED1","turquoise"
"CITED4","turquoise"
"CLCNKA","turquoise"
"CLDN19","turquoise"
"CLDN23","turquoise"
"CLDN5","turquoise"
"CLDN9","turquoise"
"CLDND2","turquoise"
"CLEC18A","turquoise"
"CLEC18B","turquoise"
"CLEC19A","turquoise"
"CLEC20A","turquoise"
"CLEC4GP1","turquoise"
"CLPSL2","turquoise"
"CMTM5","turquoise"
"CNFN","turquoise"
"CNGA2","turquoise"
"CNGB1","turquoise"
"CNTLN","turquoise"
"CNTN2","turquoise"
"COG4","turquoise"
"COIL","turquoise"
"COL11A2","turquoise"
"COL18A1","turquoise"
"COL18A1-AS1","turquoise"
"COL20A1","turquoise"
"COL23A1","turquoise"
"COL26A1","turquoise"
"COL2A1","turquoise"
"COL4A6","turquoise"
"COL9A2","turquoise"
"COL9A3","turquoise"
"COPS4","turquoise"
"CORO6","turquoise"
"CORO7-PAM16","turquoise"
"COX4I2","turquoise"
"COX6A2","turquoise"
"COX8C","turquoise"
"CPA5","turquoise"
"CPAMD8","turquoise"
"CPLANE2","turquoise"
"CPLX1","turquoise"
"CPLX3","turquoise"
"CPN1","turquoise"
"CPN2","turquoise"
"CPNE6","turquoise"
"CRACDL","turquoise"
"CRB2","turquoise"
"CRB3","turquoise"
"CREB1","turquoise"
"CRHR1","turquoise"
"CRHR2","turquoise"
"CRIP3","turquoise"
"CRLF1","turquoise"
"CRMA","turquoise"
"CRNN","turquoise"
"CROCC","turquoise"
"CRTAC1","turquoise"
"CRX","turquoise"
"CRYAA","turquoise"
"CRYBA4","turquoise"
"CRYBB1","turquoise"
"CRYBB2","turquoise"
"CRYBB3","turquoise"
"CRYZL1","turquoise"
"CSDC2","turquoise"
"CSDE1","turquoise"
"CSH2","turquoise"
"CSMD1","turquoise"
"CSNK1A1L","turquoise"
"CSNK2A1","turquoise"
"CSNK2A3","turquoise"
"CSNK2B","turquoise"
"CST11","turquoise"
"CST8","turquoise"
"CSTF2T","turquoise"
"CT47A10","turquoise"
"CTAG1B","turquoise"
"CTDP1","turquoise"
"CTDP1-DT","turquoise"
"CTF1","turquoise"
"CTU1","turquoise"
"CTU2","turquoise"
"CTXN1","turquoise"
"CTXN3","turquoise"
"CUL1","turquoise"
"CUL2","turquoise"
"CUL3","turquoise"
"CUX2","turquoise"
"CWC27","turquoise"
"CXXC1P1","turquoise"
"CYP11B1","turquoise"
"CYP1A2","turquoise"
"CYP21A2","turquoise"
"CYP26C1","turquoise"
"CYP2A13","turquoise"
"CYP2A7","turquoise"
"CYP2W1","turquoise"
"CYS1","turquoise"
"CYSRT1","turquoise"
"CYTL1","turquoise"
"D2HGDH","turquoise"
"DACT3","turquoise"
"DAND5","turquoise"
"DANT2","turquoise"
"DAO","turquoise"
"DBF4B","turquoise"
"DBH","turquoise"
"DBNDD1","turquoise"
"DBX1","turquoise"
"DCAF1","turquoise"
"DCAF12","turquoise"
"DCAF12L1","turquoise"
"DCAF4L2","turquoise"
"DCAF6","turquoise"
"DCD","turquoise"
"DCST2","turquoise"
"DCTN2","turquoise"
"DDB1","turquoise"
"DDC-AS1","turquoise"
"DDHD2","turquoise"
"DDN","turquoise"
"DDX23","turquoise"
"DDX49","turquoise"
"DDX51","turquoise"
"DEFA4","turquoise"
"DEFB132","turquoise"
"DEGS2","turquoise"
"DENND10","turquoise"
"DENND4C","turquoise"
"DENND6B","turquoise"
"DGCR6","turquoise"
"DGCR6L","turquoise"
"DGKK","turquoise"
"DGKQ","turquoise"
"DHH","turquoise"
"DHRS13","turquoise"
"DHRS7C","turquoise"
"DHX34","turquoise"
"DHX57","turquoise"
"DHX8","turquoise"
"DICER1","turquoise"
"DIPK1B","turquoise"
"DLEU7","turquoise"
"DLGAP1","turquoise"
"DLGAP2","turquoise"
"DLGAP3","turquoise"
"DLL3","turquoise"
"DLST","turquoise"
"DLX1","turquoise"
"DLX2","turquoise"
"DLX3","turquoise"
"DLX4","turquoise"
"DLX6","turquoise"
"DMBX1","turquoise"
"DMRT1","turquoise"
"DMRT3","turquoise"
"DMRTA1","turquoise"
"DMRTA2","turquoise"
"DMRTB1","turquoise"
"DMRTC2","turquoise"
"DMTF1","turquoise"
"DMXL2","turquoise"
"DNAAF3","turquoise"
"DNAAF9","turquoise"
"DNAH17","turquoise"
"DNAH9","turquoise"
"DNAI2","turquoise"
"DNAJB3","turquoise"
"DNAJB8","turquoise"
"DNAJC14","turquoise"
"DNAJC16","turquoise"
"DNAJC30","turquoise"
"DNASE1L2","turquoise"
"DNLZ","turquoise"
"DNMT3L","turquoise"
"DOC2A","turquoise"
"DOCK7","turquoise"
"DOCK8-AS1","turquoise"
"DOHH","turquoise"
"DOK7","turquoise"
"DOLK","turquoise"
"DONSON","turquoise"
"DPEP3","turquoise"
"DPF1","turquoise"
"DPP8","turquoise"
"DPPA5","turquoise"
"DPYSL4","turquoise"
"DPYSL5","turquoise"
"DRAXIN","turquoise"
"DRC7","turquoise"
"DRD2","turquoise"
"DRD3","turquoise"
"DRD4","turquoise"
"DRD5","turquoise"
"DRD5P2","turquoise"
"DRGX","turquoise"
"DROSHA","turquoise"
"DSC1","turquoise"
"DSCR9","turquoise"
"DSG4","turquoise"
"DUSP13B","turquoise"
"DUSP15","turquoise"
"DUSP29","turquoise"
"DUSP9","turquoise"
"DUX4","turquoise"
"DYNC1LI1","turquoise"
"DYNLT4","turquoise"
"E2F1","turquoise"
"E2F2","turquoise"
"EBF4","turquoise"
"ECEL1","turquoise"
"ECEL1P2","turquoise"
"EED","turquoise"
"EEF1AKMT2","turquoise"
"EEF2KMT","turquoise"
"EFCAB12","turquoise"
"EFCAB2-AS1","turquoise"
"EFCC1","turquoise"
"EFHC1","turquoise"
"EFNA2","turquoise"
"EGFL7","turquoise"
"EGR4","turquoise"
"EID2","turquoise"
"EIF2AK4","turquoise"
"EIF2B1","turquoise"
"EIF4E2","turquoise"
"EIF5A","turquoise"
"ELANE","turquoise"
"ELAVL1","turquoise"
"ELAVL3","turquoise"
"ELF2","turquoise"
"ELFN2","turquoise"
"ELOA3DP","turquoise"
"ELOVL2-AS1","turquoise"
"ELP1","turquoise"
"EME2","turquoise"
"EMILIN3","turquoise"
"EMX1","turquoise"
"EMX2","turquoise"
"EN1","turquoise"
"EN2","turquoise"
"ENDOV","turquoise"
"ENHO","turquoise"
"ENPP7","turquoise"
"ENTPD4","turquoise"
"ENTPD8","turquoise"
"EPB41L4A-DT","turquoise"
"EPB42","turquoise"
"EPHA10","turquoise"
"EPHA8","turquoise"
"EPOP","turquoise"
"EPPIN-WFDC6","turquoise"
"EPX","turquoise"
"ERAP1","turquoise"
"ERAS","turquoise"
"ERCC6L2","turquoise"
"ERFE","turquoise"
"ERVFC1","turquoise"
"ERVFC1-1","turquoise"
"ERVFRD-2","turquoise"
"ERVK-6","turquoise"
"ERVK3-1","turquoise"
"ERVV-1","turquoise"
"ERVW-1","turquoise"
"ESPN","turquoise"
"ESPNL","turquoise"
"ESPNP","turquoise"
"ESRRA","turquoise"
"ESS2","turquoise"
"ESX1","turquoise"
"ETS2-AS1","turquoise"
"ETV2","turquoise"
"ETV3L","turquoise"
"EVA1B","turquoise"
"EVI5L","turquoise"
"EVX1","turquoise"
"EVX2","turquoise"
"EXD3","turquoise"
"EXOC2","turquoise"
"EXOC3-AS1","turquoise"
"EXOC3L2","turquoise"
"EXOSC2","turquoise"
"EXOSC6","turquoise"
"EXTL1","turquoise"
"EZHIP","turquoise"
"F12","turquoise"
"F2RL3","turquoise"
"F7","turquoise"
"FAAP20","turquoise"
"FADS6","turquoise"
"FAM110C","turquoise"
"FAM110D","turquoise"
"FAM111A","turquoise"
"FAM118B","turquoise"
"FAM131B","turquoise"
"FAM131C","turquoise"
"FAM13B","turquoise"
"FAM163B","turquoise"
"FAM170A","turquoise"
"FAM170B","turquoise"
"FAM174C","turquoise"
"FAM178B","turquoise"
"FAM180B","turquoise"
"FAM181A","turquoise"
"FAM181B","turquoise"
"FAM184B","turquoise"
"FAM187B","turquoise"
"FAM201B","turquoise"
"FAM215A","turquoise"
"FAM222A","turquoise"
"FAM230B","turquoise"
"FAM241B","turquoise"
"FAM3A","turquoise"
"FAM43B","turquoise"
"FAM47A","turquoise"
"FAM47C","turquoise"
"FAM50A","turquoise"
"FAM53A","turquoise"
"FAM83G","turquoise"
"FAM86EP","turquoise"
"FAM88C","turquoise"
"FAM89A","turquoise"
"FAM90A1","turquoise"
"FAM90A27P","turquoise"
"FAM98A","turquoise"
"FAM9C","turquoise"
"FANCD2OS","turquoise"
"FASTKD3","turquoise"
"FATE1","turquoise"
"FBF1","turquoise"
"FBH1","turquoise"
"FBN3","turquoise"
"FBXL15","turquoise"
"FBXL16","turquoise"
"FBXL18","turquoise"
"FBXL19-AS1","turquoise"
"FBXL22","turquoise"
"FBXL9P","turquoise"
"FBXO33","turquoise"
"FBXO38","turquoise"
"FBXO41","turquoise"
"FBXO44","turquoise"
"FBXO6","turquoise"
"FBXW9","turquoise"
"FCN2","turquoise"
"FCRLB","turquoise"
"FCSK","turquoise"
"FDX2","turquoise"
"FDXR","turquoise"
"FER1L5","turquoise"
"FERRY3","turquoise"
"FEV","turquoise"
"FEZF1","turquoise"
"FEZF2","turquoise"
"FGF17","turquoise"
"FGF18","turquoise"
"FGF21","turquoise"
"FGF22","turquoise"
"FGF23","turquoise"
"FGF3","turquoise"
"FGF4","turquoise"
"FGF6","turquoise"
"FGF8","turquoise"
"FGFBP3","turquoise"
"FHIP2A","turquoise"
"FIBCD1","turquoise"
"FIBP","turquoise"
"FIG4","turquoise"
"FIGLA","turquoise"
"FIGNL2","turquoise"
"FIZ1","turquoise"
"FKBP6","turquoise"
"FKRP","turquoise"
"FLJ13224","turquoise"
"FLJ30679","turquoise"
"FLJ38576","turquoise"
"FLRT1","turquoise"
"FLVCR1","turquoise"
"FMR1NB","turquoise"
"FNDC11","turquoise"
"FNDC8","turquoise"
"FOLR3","turquoise"
"FOXB1","turquoise"
"FOXB2","turquoise"
"FOXC1","turquoise"
"FOXC2","turquoise"
"FOXD1","turquoise"
"FOXD2","turquoise"
"FOXD3","turquoise"
"FOXE1","turquoise"
"FOXE3","turquoise"
"FOXF1","turquoise"
"FOXG1","turquoise"
"FOXH1","turquoise"
"FOXI1","turquoise"
"FOXI2","turquoise"
"FOXL2","turquoise"
"FOXN1","turquoise"
"FOXN4","turquoise"
"FOXO3","turquoise"
"FRAT2","turquoise"
"FREM3","turquoise"
"FRG2B","turquoise"
"FRMD1","turquoise"
"FRMPD4","turquoise"
"FRS3","turquoise"
"FSCN2","turquoise"
"FSCN3","turquoise"
"FSD1","turquoise"
"FTCD","turquoise"
"FTH1","turquoise"
"FTHL17","turquoise"
"FTHL18P","turquoise"
"FTMT","turquoise"
"FUCA1","turquoise"
"FUNDC2P2","turquoise"
"FUT5","turquoise"
"FUT7","turquoise"
"FXYD4","turquoise"
"FXYD7","turquoise"
"FZD10","turquoise"
"FZD2","turquoise"
"FZD8","turquoise"
"FZD9","turquoise"
"GAB4","turquoise"
"GABRA4","turquoise"
"GABRD","turquoise"
"GABRQ","turquoise"
"GABRR1","turquoise"
"GADD45GIP1","turquoise"
"GAL","turquoise"
"GAL3ST3","turquoise"
"GALNT9","turquoise"
"GALR1","turquoise"
"GALR2","turquoise"
"GALR3","turquoise"
"GAPDHS","turquoise"
"GAREM2","turquoise"
"GARIN1B","turquoise"
"GARIN3","turquoise"
"GARIN5A","turquoise"
"GARIN5B","turquoise"
"GAS1","turquoise"
"GAS2L1","turquoise"
"GAS2L2","turquoise"
"GATA1","turquoise"
"GATA3-AS1","turquoise"
"GATA5","turquoise"
"GBX2","turquoise"
"GCAWKR","turquoise"
"GCC2-AS1","turquoise"
"GCGR","turquoise"
"GCHFR","turquoise"
"GCM2","turquoise"
"GDAP1L1","turquoise"
"GDF2","turquoise"
"GDF3","turquoise"
"GDF5","turquoise"
"GDF6","turquoise"
"GDF7","turquoise"
"GDNF","turquoise"
"GFAP","turquoise"
"GFI1B","turquoise"
"GFOD1","turquoise"
"GFRA4","turquoise"
"GGN","turquoise"
"GGNBP1","turquoise"
"GHRH","turquoise"
"GHRHR","turquoise"
"GJA3","turquoise"
"GJC2","turquoise"
"GJD3","turquoise"
"GJD4","turquoise"
"GLCE","turquoise"
"GLI4","turquoise"
"GLIS1","turquoise"
"GLRA4","turquoise"
"GLT6D1","turquoise"
"GLT8D1","turquoise"
"GLTPD2","turquoise"
"GLYCTK","turquoise"
"GM2A","turquoise"
"GMEB1","turquoise"
"GMPR2","turquoise"
"GNAT1","turquoise"
"GNG13","turquoise"
"GNG3","turquoise"
"GNG8","turquoise"
"GNRH2","turquoise"
"GNRHR2","turquoise"
"GOLGA2P9","turquoise"
"GOLGA4-AS1","turquoise"
"GON4L","turquoise"
"GP1BB","turquoise"
"GP5","turquoise"
"GP6","turquoise"
"GP9","turquoise"
"GPATCH2L","turquoise"
"GPBP1L1","turquoise"
"GPC1-AS1","turquoise"
"GPC2","turquoise"
"GPHB5","turquoise"
"GPIHBP1","turquoise"
"GPN3","turquoise"
"GPR107","turquoise"
"GPR139","turquoise"
"GPR142","turquoise"
"GPR149","turquoise"
"GPR150","turquoise"
"GPR152","turquoise"
"GPR153","turquoise"
"GPR17","turquoise"
"GPR173","turquoise"
"GPR179","turquoise"
"GPR20","turquoise"
"GPR25","turquoise"
"GPR27","turquoise"
"GPR3","turquoise"
"GPR37L1","turquoise"
"GPR6","turquoise"
"GPR61","turquoise"
"GPR62","turquoise"
"GPR78","turquoise"
"GPR83","turquoise"
"GPR88","turquoise"
"GPRACR","turquoise"
"GPRIN1","turquoise"
"GPSM1","turquoise"
"GPT","turquoise"
"GPX6","turquoise"
"GRAPL-AS1","turquoise"
"GRHL3","turquoise"
"GRID2","turquoise"
"GRIK4","turquoise"
"GRIK5","turquoise"
"GRIN1","turquoise"
"GRIN2C","turquoise"
"GRIN2D","turquoise"
"GRIN3A","turquoise"
"GRIN3B","turquoise"
"GRIP2","turquoise"
"GRK1","turquoise"
