"Gene","Module"
"ARFGAP1","brown"
"ARHGAP1","brown"
"ARHGAP17","brown"
"ARHGDIA","brown"
"ARHGEF17","brown"
"ARHGEF9","brown"
"ARID1A","brown"
"ARID1B","brown"
"ARL2","brown"
"ARL2BP","brown"
"ARL5B","brown"
"ARL6IP1","brown"
"ARL6IP4","brown"
"ARL8A","brown"
"ARMH3","brown"
"ARPC2","brown"
"ARPC4","brown"
"ARRB1","brown"
"ARRDC1-AS1","brown"
"ARSA","brown"
"ARSF","brown"
"ASB16-AS1","brown"
"ASB6","brown"
"ASB8","brown"
"ASCC2","brown"
"ASIC2","brown"
"ASXL2","brown"
"ATF1","brown"
"ATF4","brown"
"ATF6B","brown"
"ATF7","brown"
"ATF7IP","brown"
"ATG13","brown"
"ATG9A","brown"
"ATL2","brown"
"ATMIN","brown"
"ATN1","brown"
"ATP23","brown"
"ATP5F1EP2","brown"
"ATP5MC1","brown"
"ATP5MC2","brown"
"ATP5MF","brown"
"ATP6AP1","brown"
"ATP6V0D1","brown"
"ATP6V0E1","brown"
"ATP6V1E2","brown"
"ATP6V1F","brown"
"ATP6V1G1","brown"
"ATPAF1","brown"
"ATPAF2","brown"
"ATRAID","brown"
"ATXN2","brown"
"ATXN2L","brown"
"ATXN7L1","brown"
"AUP1","brown"
"AVPI1","brown"
"B4GALT3","brown"
"B4GALT5","brown"
"B4GALT7","brown"
"BACC1","brown"
"BAP1","brown"
"BAZ2A","brown"
"BCKDHA","brown"
"BCL7B","brown"
"BCL9","brown"
"BCL9L","brown"
"BET1L","brown"
"BGN","brown"
"BHLHE40","brown"
"BID","brown"
"BLOC1S1","brown"
"BMP1","brown"
"BOLA2","brown"
"BRI3","brown"
"BRI3BP","brown"
"BRK1","brown"
"BRPF1","brown"
"BRPF3","brown"
"BSG","brown"
"BTBD2","brown"
"BTG3","brown"
"BTN2A3P","brown"
"C11orf24","brown"
"C11orf71","brown"
"C12orf60","brown"
"C18orf21","brown"
"C19orf53","brown"
"C1RL","brown"
"C1orf216","brown"
"C20orf96","brown"
"C2CD3","brown"
"C5orf24","brown"
"CACUL1","brown"
"CALM3","brown"
"CALR","brown"
"CANT1","brown"
"CANX","brown"
"CAPNS1","brown"
"CARD19","brown"
"CARHSP1","brown"
"CARINH","brown"
"CARM1","brown"
"CARS2","brown"
"CASP2","brown"
"CAVIN3","brown"
"CBLL1","brown"
"CBX5","brown"
"CBX7","brown"
"CC2D1B","brown"
"CCDC107","brown"
"CCDC124","brown"
"CCDC167","brown"
"CCDC6","brown"
"CCDC92","brown"
"CCDC97","brown"
"CCNG1","brown"
"CCNK","brown"
"CCT8","brown"
"CD151","brown"
"CD276","brown"
"CD81","brown"
"CDC34","brown"
"CDIN1","brown"
"CDK10","brown"
"CDK12","brown"
"CDK16","brown"
"CDK2AP1","brown"
"CDK4","brown"
"CDK9","brown"
"CDKN1B","brown"
"CDKN2AIPNL","brown"
"CDS2","brown"
"CENATAC","brown"
"CEP20","brown"
"CERCAM","brown"
"CERS5","brown"
"CETN2","brown"
"CFL1","brown"
"CHCHD10","brown"
"CHIC2","brown"
"CHID1","brown"
"CHMP1B","brown"
"CHMP2A","brown"
"CHP1","brown"
"CHPF2","brown"
"CHST11","brown"
"CHTF8","brown"
"CIAO1","brown"
"CIZ1","brown"
"CLCN6","brown"
"CLCN7","brown"
"CLEC16A","brown"
"CLK2","brown"
"CLN5","brown"
"CLN6","brown"
"CLPP","brown"
"CLPTM1","brown"
"CLUHP3","brown"
"CMC2","brown"
"CMIP","brown"
"CMTM3","brown"
"CNN2","brown"
"CNOT1","brown"
"CNOT2","brown"
"CNOT3","brown"
"CNOT9","brown"
"CNPPD1","brown"
"CNPY3","brown"
"COA1","brown"
"COG1","brown"
"COLGALT1","brown"
"COMMD6","brown"
"COPE","brown"
"COPG1","brown"
"COPRS","brown"
"COPS7A","brown"
"COX10","brown"
"COX4I1","brown"
"COX5B","brown"
"COX6A1","brown"
"COX6B1","brown"
"COX8A","brown"
"CPNE3","brown"
"CPT1B","brown"
"CREB3","brown"
"CREB3L2","brown"
"CREBBP","brown"
"CRSP8P","brown"
"CRTAP","brown"
"CRTC3","brown"
"CS","brown"
"CSNK1A1","brown"
"CSNK1E","brown"
"CSNK1G2","brown"
"CSRP1","brown"
"CST3","brown"
"CTBP1-DT","brown"
"CTDSP1","brown"
"CTIF","brown"
"CTSA","brown"
"CTSD","brown"
"CUL9","brown"
"CWC15","brown"
"CYB5B","brown"
"CYB5R3","brown"
"DAD1","brown"
"DAZAP2","brown"
"DCAF13","brown"
"DCAF16","brown"
"DCAF7","brown"
"DCAKD","brown"
"DCP1A","brown"
"DCP1B","brown"
"DCTN5","brown"
"DCXR","brown"
"DDB2","brown"
"DDOST","brown"
"DDT","brown"
"DDX21","brown"
"DDX3X","brown"
"DDX56","brown"
"DEDD","brown"
"DEDD2","brown"
"DENND4B","brown"
"DERL1","brown"
"DGAT1","brown"
"DGCR2","brown"
"DGUOK","brown"
"DHCR24","brown"
"DHPS","brown"
"DHRS7B","brown"
"DHX30","brown"
"DMAC1","brown"
"DMAC2","brown"
"DMWD","brown"
"DNAJC15","brown"
"DNASE1L1","brown"
"DNM2","brown"
"DNPEP","brown"
"DNPH1","brown"
"DOCK6","brown"
"DPAGT1","brown"
"DPM2","brown"
"DPP3","brown"
"DPP7","brown"
"DPP9","brown"
"DUSP11","brown"
"DUSP7","brown"
"DVL3","brown"
"DYNLL2","brown"
"EBAG9","brown"
"ECE1","brown"
"ECH1","brown"
"EDC4","brown"
"EDF1","brown"
"EEF1G","brown"
"EEF2K","brown"
"EEFSEC","brown"
"EEIG1","brown"
"EFNA4","brown"
"EFTUD2","brown"
"EHD2","brown"
"EHD4","brown"
"EIF1AD","brown"
"EIF2B4","brown"
"EIF2S3B","brown"
"EIF3K","brown"
"EIF4H","brown"
"EIF6","brown"
"ELK4","brown"
"ELL","brown"
"ELOVL1","brown"
"ELP5","brown"
"EMC4","brown"
"EMC6","brown"
"EMD","brown"
"EMP3","brown"
"EMSY","brown"
"ENSA","brown"
"EOLA2","brown"
"EP300","brown"
"EPS15L1","brown"
"ERAL1","brown"
"ERCC2","brown"
"ERG28","brown"
"ERGIC1","brown"
"ERGIC2","brown"
"ERH","brown"
"ESYT2","brown"
"ETF1","brown"
"ETV6","brown"
"EXOC7","brown"
"EXOSC10","brown"
"EXT2","brown"
"EYA3","brown"
"EZH1","brown"
"F8A2","brown"
"FABP5","brown"
"FAF2","brown"
"FAM107B","brown"
"FAM117B","brown"
"FAM161A","brown"
"FAM193A","brown"
"FAM20C","brown"
"FAM217B","brown"
"FAM222B","brown"
"FAM50A","brown"
"FAM89B","brown"
"FARS2","brown"
"FARSA","brown"
"FAU","brown"
"FAXDC2","brown"
"FBXL20","brown"
"FBXO7","brown"
"FBXW5","brown"
"FDFT1","brown"
"FEM1A","brown"
"FHIP2B","brown"
"FIBP","brown"
"FIP1L1","brown"
"FKBP10","brown"
"FKBP1A","brown"
"FKBP2","brown"
"FKBP8","brown"
"FNBP4","brown"
"FOXJ2","brown"
"FOXJ3","brown"
"FOXK1","brown"
"FOXN3","brown"
"FOXO3B","brown"
"FRG1BP","brown"
"FSTL3","brown"
"FTH1P3","brown"
"FYTTD1","brown"
"G6PC3","brown"
"GABARAP","brown"
"GABARAPL1","brown"
"GABARAPL2","brown"
"GABBR1","brown"
"GAK","brown"
"GANAB","brown"
"GAPDH","brown"
"GATAD2B","brown"
"GBA1","brown"
"GBF1","brown"
"GDI1","brown"
"GDPD3","brown"
"GDPGP1","brown"
"GET3","brown"
"GGA3","brown"
"GH1","brown"
"GIT2","brown"
"GLB1","brown"
"GLI2","brown"
"GLIS2","brown"
"GLMP","brown"
"GLRX5","brown"
"GLYR1","brown"
"GMPPA","brown"
"GMPR","brown"
"GNA11","brown"
"GNAI2","brown"
"GNB2","brown"
"GNG10","brown"
"GNG12","brown"
"GNG5","brown"
"GNPTG","brown"
"GOLGA7","brown"
"GON4L","brown"
"GORASP2","brown"
"GOT2","brown"
"GPAA1","brown"
"GPATCH2L","brown"
"GPI","brown"
"GPR108","brown"
"GPS1","brown"
"GPX1","brown"
"GPX7","brown"
"GRAMD1A","brown"
"GRINA","brown"
"GRK2","brown"
"GRN","brown"
"GRPEL2","brown"
"GSK3A","brown"
"GSTK1","brown"
"GSTP1","brown"
"GTF2A2","brown"
"GTF2F1","brown"
"GTF3C2","brown"
"GTF3C5","brown"
"GTPBP1","brown"
"GTPBP10","brown"
"GTPBP2","brown"
"GTPBP4","brown"
"GUCD1","brown"
"GYS1","brown"
"H1-4","brown"
"H2AC6","brown"
"H2BC12","brown"
"H2BC18","brown"
"H2BC4","brown"
"H2BP1","brown"
"H3-5","brown"
"H4C13","brown"
"H4C14","brown"
"H4C3","brown"
"H4C4","brown"
"H6PD","brown"
"HACD2","brown"
"HAGH","brown"
"HARBI1","brown"
"HAUS2","brown"
"HCFC1","brown"
"HDAC8","brown"
"HDGF","brown"
"HECTD3","brown"
"HEMK1","brown"
"HERPUD2","brown"
"HGSNAT","brown"
"HHEX","brown"
"HIGD2A","brown"
"HINT1","brown"
"HINT2","brown"
"HIVEP3","brown"
"HLA-F","brown"
"HMBS","brown"
"HMGN4","brown"
"HMGXB3","brown"
"HMOX2","brown"
"HNRNPM","brown"
"HNRNPUL1","brown"
"HOXB2","brown"
"HPS3","brown"
"HS6ST1","brown"
"HSPG2","brown"
"HUS1","brown"
"HUWE1","brown"
"ID1","brown"
"ID2","brown"
"IDH3G","brown"
"IER3","brown"
"IFI27L2","brown"
"IFI6","brown"
"IFRD1","brown"
"IGFBP7","brown"
"IL17RA","brown"
"IL18BP","brown"
"IL32","brown"
"ILF2","brown"
"ILRUN","brown"
"IMP3","brown"
"INO80D","brown"
"INPP5K","brown"
"INPPL1","brown"
"INTS3","brown"
"INTS4","brown"
"IPO4","brown"
"IQSEC1","brown"
"IRF2","brown"
"IRF9","brown"
"ISG20L2","brown"
"ISLR","brown"
"ITM2C","brown"
"ITPK1","brown"
"IVNS1ABP","brown"
"JMJD8","brown"
"JUNB","brown"
"KANSL1","brown"
"KAT2A","brown"
"KAT7","brown"
"KCNIP3","brown"
"KCNMB3","brown"
"KCTD7","brown"
"KDELR2","brown"
"KDELR3","brown"
"KHDC4","brown"
"KIAA0040","brown"
"KIAA0930","brown"
"KIAA1191","brown"
"KLF3","brown"
"KLF7","brown"
"KLHDC3","brown"
"KLHDC8B","brown"
"KMT2D","brown"
"KPNA3","brown"
"KPNA6","brown"
"KXD1","brown"
"LAMTOR1","brown"
"LASP1","brown"
"LCLAT1","brown"
"LDB1","brown"
"LENG8","brown"
"LFNG","brown"
"LGALS1","brown"
"LGALS3BP","brown"
"LGALS9","brown"
"LGALSL","brown"
"LHPP","brown"
"LIMK1","brown"
"LINC00174","brown"
"LINC01000","brown"
"LINC01558","brown"
"LINC01949","brown"
"LINC02210-CRHR1","brown"
"LITAF","brown"
"LMAN2","brown"
"LMF1","brown"
"LMO2","brown"
"LOC100289656","brown"
"LOC100506730","brown"
"LOC107984035","brown"
"LOC646903","brown"
"LOC727751","brown"
"LONRF1","brown"
"LOXL1","brown"
"LPP","brown"
"LRCH3","brown"
"LRP10","brown"
"LRPAP1","brown"
"LRRC32","brown"
"LRRC37B","brown"
"LRRC41","brown"
"LRRC58","brown"
"LRRC8A","brown"
"LRRK1","brown"
"LSM12","brown"
"LSM3","brown"
"LSM6","brown"
"LTBP2","brown"
"LY6E","brown"
"LYRM9","brown"
"MACROH2A1","brown"
"MADD","brown"
"MAGED1","brown"
"MALAT1","brown"
"MALSU1","brown"
"MAML2","brown"
"MAN2B1","brown"
"MAN2B2","brown"
"MANBAL","brown"
"MAP1LC3B2","brown"
"MAP3K11","brown"
"MAPK3","brown"
"MARCHF3","brown"
"MARCHF8","brown"
"MAST2","brown"
"MAU2","brown"
"MAVS","brown"
"MAX","brown"
"MBD6","brown"
"MBOAT7","brown"
"MCOLN1","brown"
"MCRS1","brown"
"MEA1","brown"
"MED1","brown"
"MED12","brown"
"MED13L","brown"
"MED14","brown"
"MED15","brown"
"MED16","brown"
"MED21","brown"
"MED24","brown"
"MED29","brown"
"MED31","brown"
"MEF2D","brown"
"MEIS3P1","brown"
"MEN1","brown"
"METTL5","brown"
"MFSD10","brown"
"MFSD5","brown"
"MGST1","brown"
"MGST3","brown"
"MIDEAS","brown"
"MIEN1","brown"
"MINDY1","brown"
"MINK1","brown"
"MIR140","brown"
"MIR147A","brown"
"MIR197","brown"
"MIR200C","brown"
"MIR412","brown"
"MIR98","brown"
"MIRLET7F1","brown"
"MLF1","brown"
"MLLT1","brown"
"MLLT3","brown"
"MLX","brown"
"MLXIP","brown"
"MMAB","brown"
"MMACHC","brown"
"MNAT1","brown"
"MOGS","brown"
"MOV10","brown"
"MPDU1","brown"
"MPI","brown"
"MPV17","brown"
"MPV17L2","brown"
"MPZL2","brown"
"MRC2","brown"
"MRFAP1L2","brown"
"MRI1","brown"
"MRPL17","brown"
"MRPL28","brown"
"MRPL37","brown"
"MRPL40","brown"
"MRPL49","brown"
"MRPL51","brown"
"MRPL53","brown"
"MRPS11","brown"
"MRPS14","brown"
"MRPS15","brown"
"MRPS18A","brown"
"MRPS2","brown"
"MRPS21","brown"
"MSH5","brown"
"MSL2","brown"
"MSMO1","brown"
"MSTO1","brown"
"MTA1","brown"
"MTA3","brown"
"MTCH1","brown"
"MTF1","brown"
"MTOR","brown"
"MXD1","brown"
"MXRA7","brown"
"MYADM","brown"
"MYD88","brown"
"MYG1","brown"
"MYL12B","brown"
"MYL6B","brown"
"MYO1C","brown"
"MYO9B","brown"
"MZT2A","brown"
"NAA30","brown"
"NAA38","brown"
"NAA60","brown"
"NAGK","brown"
"NANP","brown"
"NAPA","brown"
"NAV1","brown"
"NBEAL2","brown"
"NBR2","brown"
"NCK2","brown"
"NCOA2","brown"
"NCOR2","brown"
"NCS1","brown"
"NCSTN","brown"
"NDRG1","brown"
"NDRG3","brown"
"NDST1","brown"
"NDST2","brown"
"NDUFA12","brown"
"NDUFA2","brown"
"NDUFA3","brown"
"NDUFA6","brown"
"NDUFAF3","brown"
"NDUFB11","brown"
"NDUFB4","brown"
"NDUFB8","brown"
"NDUFS4","brown"
"NDUFS6","brown"
"NDUFS7","brown"
"NECAP1","brown"
"NECAP2","brown"
"NECTIN2","brown"
"NELFB","brown"
"NFAT5","brown"
"NFATC3","brown"
"NFE2L1","brown"
"NFYC","brown"
"NIF3L1","brown"
"NIPAL2","brown"
"NIPSNAP1","brown"
"NIPSNAP2","brown"
"NIT2","brown"
"NKIRAS2","brown"
"NME6","brown"
"NOB1","brown"
"NOP10","brown"
"NOP16","brown"
"NOP56","brown"
"NOTCH1","brown"
"NOTCH3","brown"
"NPIPA3","brown"
"NPIPB5","brown"
"NPLOC4","brown"
"NPM1","brown"
"NQO2","brown"
"NR2C2","brown"
"NRBP1","brown"
"NRSN2","brown"
"NSDHL","brown"
"NSFL1C","brown"
"NSL1","brown"
"NSUN5","brown"
"NT5DC2","brown"
"NUCB1","brown"
"NUDT5","brown"
"NUP214","brown"
"NUP50","brown"
"NUP98","brown"
"NUTF2","brown"
"OAS3","brown"
"OAZ1","brown"
"OLFM2","brown"
"OR12D3","brown"
"OR2C3","brown"
"OR2G2","brown"
"ORMDL2","brown"
"OSBPL9","brown"
"OSTC","brown"
"OTUB1","brown"
"OXA1L","brown"
"PACS1","brown"
"PARP12","brown"
"PARP3","brown"
"PATL1","brown"
"PATZ1","brown"
"PBX2","brown"
"PCBP1","brown"
"PCBP4","brown"
"PCED1A","brown"
"PCGF3","brown"
"PCGF6","brown"
"PCIF1","brown"
"PCSK7","brown"
"PCTP","brown"
"PDCD4","brown"
"PDCD7","brown"
"PDE6D","brown"
"PDIK1L","brown"
"PDPK1","brown"
"PEA15","brown"
"PEBP1","brown"
"PEDS1-UBE2V1","brown"
"PEF1","brown"
"PEMT","brown"
"PEPD","brown"
"PEX10","brown"
"PEX11B","brown"
"PEX26","brown"
"PEX7","brown"
"PFDN1","brown"
"PFKL","brown"
"PFN1P2","brown"
"PGAM4","brown"
"PGAP2","brown"
"PGAP3","brown"
"PGRMC1","brown"
"PHACTR4","brown"
"PHAF1","brown"
"PHB1","brown"
"PHC3","brown"
"PHF12","brown"
"PHF2","brown"
"PHF21A","brown"
"PHKG2","brown"
"PI4KA","brown"
"PIAS1","brown"
"PICK1","brown"
"PIEZO1","brown"
"PIGM","brown"
"PIGO","brown"
"PIGQ","brown"
"PIGS","brown"
"PIGT","brown"
"PIGU","brown"
"PIM3","brown"
"PIN1","brown"
"PITPNB","brown"
"PLA2G15","brown"
"PLAUR","brown"
"PLBD2","brown"
"PLCD1","brown"
"PLD2","brown"
"PLD3","brown"
"PLEC","brown"
"PLEKHG2","brown"
"PLEKHM1P1","brown"
"PLEKHM2","brown"
"PLIN3","brown"
"PLOD1","brown"
"PLOD3","brown"
"PLSCR3","brown"
"PLXDC1","brown"
"PLXNA1","brown"
"PLXNB2","brown"
"PLXND1","brown"
"PM20D2","brown"
"PML","brown"
"PMS2P1","brown"
"PMS2P2","brown"
"PMS2P7","brown"
"PNMA1","brown"
"PNO1","brown"
"PNPLA6","brown"
"PNPO","brown"
"POC1B","brown"
"PODNL1","brown"
"POGZ","brown"
"POLD2","brown"
"POLD4","brown"
"POLDIP2","brown"
"POLM","brown"
"POLR1C","brown"
"POLR2A","brown"
"POLR2E","brown"
"POLR2H","brown"
"POLR2J3","brown"
"POLR2J4","brown"
"POLR2K","brown"
"POLR3K","brown"
"POM121C","brown"
"POMK","brown"
"POMP","brown"
"POMT2","brown"
"POR","brown"
"PORCN","brown"
"POTEF","brown"
"POU2F1","brown"
"PPARD","brown"
"PPDPF","brown"
"PPIB","brown"
"PPME1","brown"
"PPP1R10","brown"
"PPP1R11","brown"
"PPP1R18","brown"
"PPP1R7","brown"
"PPP2R1A","brown"
"PPP6R1","brown"
"PRCC","brown"
"PREB","brown"
"PRELID1","brown"
"PRKCSH","brown"
"PRKD2","brown"
"PRMT5","brown"
"PROSER1","brown"
"PRPF19","brown"
"PRPF31","brown"
"PRPF8","brown"
"PRR14","brown"
"PRRC2A","brown"
"PRRC2C","brown"
"PRUNE1","brown"
"PRXL2C","brown"
"PSENEN","brown"
"PSMA2","brown"
"PSMB6","brown"
"PSMD10","brown"
"PSMD8","brown"
"PSME2","brown"
"PSME3","brown"
"PSMF1","brown"
"PSMG2","brown"
"PTAR1","brown"
"PTBP1","brown"
"PTMS","brown"
"PTPN14","brown"
"PTPN18","brown"
"PTTG1IP","brown"
"PXN","brown"
"PYCARD","brown"
"QARS1","brown"
"QRICH1","brown"
"R3HDM2","brown"
"RAB11B","brown"
"RAB1B","brown"
"RAB1C","brown"
"RAB2B","brown"
"RAB35","brown"
"RAB5B","brown"
"RAB5C","brown"
"RAB5IF","brown"
"RAB7A","brown"
"RABGEF1","brown"
"RABGGTA","brown"
"RABL3","brown"
"RACK1","brown"
"RAI1","brown"
"RALGDS","brown"
"RANBP10","brown"
"RANGAP1","brown"
"RAP2B","brown"
"RARA","brown"
"RB1","brown"
"RBBP9","brown"
"RBCK1","brown"
"RBM23","brown"
"RBM4B","brown"
"RBMS2","brown"
"RCN3","brown"
"REEP4","brown"
"REEP5","brown"
"RELA","brown"
"RERE","brown"
"RETREG3","brown"
"RFFL","brown"
"RFX7","brown"
"RGL2","brown"
"RGP1","brown"
"RHBDD2","brown"
"RHBDF1","brown"
"RHNO1","brown"
"RHOA","brown"
"RHOC","brown"
"RHOF","brown"
"RIPOR1","brown"
"RN7SK","brown"
"RNASEK","brown"
"RNF114","brown"
"RNF123","brown"
"RNF135","brown"
"RNF149","brown"
"RNF169","brown"
"RNF183","brown"
"RNF185","brown"
"RNF220","brown"
"RNF26","brown"
"RNF40","brown"
"RNLS","brown"
"RNPEPL1","brown"
"RNU11","brown"
"ROGDI","brown"
"ROMO1","brown"
"RPA4","brown"
"RPAIN","brown"
"RPL10","brown"
"RPL13AP20","brown"
"RPL17","brown"
"RPL18","brown"
"RPL18A","brown"
"RPL21","brown"
"RPL23P8","brown"
"RPL27","brown"
"RPL36","brown"
"RPL41","brown"
"RPL8","brown"
"RPLP0","brown"
"RPLP2","brown"
"RPP25L","brown"
"RPP38","brown"
"RPRD2","brown"
"RPS10","brown"
"RPS13","brown"
"RPS14","brown"
"RPS19","brown"
"RPS2","brown"
"RPS28","brown"
"RPS3A","brown"
"RPTOR","brown"
"RPUSD3","brown"
"RRAS","brown"
"RSL24D1","brown"
"RSU1","brown"
"RTF1","brown"
"RTL8A","brown"
"RWDD2B","brown"
"RXRA","brown"
"S100A16","brown"
"SAMD4B","brown"
"SAMM50","brown"
"SAP130","brown"
"SC5D","brown"
"SCAMP2","brown"
"SCAMP4","brown"
"SCARNA12","brown"
"SCARNA16","brown"
"SCARNA17","brown"
"SCARNA9","brown"
"SCARNA9L","brown"
"SCRN3","brown"
"SCYL1","brown"
"SDC3","brown"
"SDHC","brown"
"SDHD","brown"
"SEC61A1","brown"
"SELENOF","brown"
"SELENON","brown"
"SELENOT","brown"
"SENP1","brown"
"SEPTIN9","brown"
"SERF1B","brown"
"SERINC3","brown"
"SERPINB6","brown"
"SETD5","brown"
"SF3A1","brown"
"SF3B5","brown"
"SFXN3","brown"
"SGF29","brown"
"SGSH","brown"
"SGTA","brown"
"SH3GL1","brown"
"SH3PXD2A","brown"
"SH3PXD2B","brown"
"SHC1","brown"
"SHISA5","brown"
"SHKBP1","brown"
"SHMT2","brown"
"SIGMAR1","brown"
"SIK3","brown"
"SIPA1L1","brown"
"SIPA1L3","brown"
"SIRT4","brown"
"SLAIN2","brown"
"SLC10A7","brown"
"SLC12A7","brown"
"SLC12A9","brown"
"SLC25A1","brown"
"SLC25A11","brown"
"SLC25A33","brown"
"SLC25A39","brown"
"SLC25A40","brown"
"SLC25A6","brown"
"SLC30A6","brown"
"SLC30A7","brown"
"SLC31A1","brown"
"SLC35A4","brown"
"SLC35B1","brown"
"SLC35B2","brown"
"SLC35C1","brown"
"SLC35C2","brown"
"SLC35F6","brown"
"SLC39A1","brown"
"SLC39A11","brown"
"SLC39A13","brown"
"SLC3A2","brown"
"SLC43A3","brown"
"SLC44A2","brown"
"SLC49A4","brown"
"SLC50A1","brown"
"SLC9A1","brown"
"SLC9A8","brown"
"SLX1A","brown"
"SMARCB1","brown"
"SMARCD1","brown"
"SMG7","brown"
"SMG9","brown"
"SMIM19","brown"
"SMPD4","brown"
"SMPD4BP","brown"
"SNAI2","brown"
"SNAP23","brown"
"SNAP29","brown"
"SNAP47","brown"
"SNAPC3","brown"
"SNORA16A","brown"
"SNORA21","brown"
"SNORA23","brown"
"SNORA24","brown"
"SNORA27","brown"
"SNORA29","brown"
"SNORA37","brown"
"SNORA41","brown"
"SNORA46","brown"
"SNORA5B","brown"
"SNORA70D","brown"
"SNORA7B","brown"
"SNORD101","brown"
"SNORD105","brown"
"SNORD1A","brown"
"SNORD29","brown"
"SNORD35A","brown"
"SNORD36B","brown"
"SNORD38A","brown"
"SNORD3B-1","brown"
"SNORD41","brown"
"SNORD42A","brown"
"SNORD45A","brown"
"SNORD4A","brown"
"SNORD4B","brown"
"SNORD74","brown"
"SNORD8","brown"
"SNORD80","brown"
"SNORD82","brown"
"SNORD95","brown"
"SNORD96B","brown"
"SNRPA","brown"
"SNRPB","brown"
"SNRPD3","brown"
"SNX33","brown"
"SP2","brown"
"SPA17","brown"
"SPICE1","brown"
"SPIN1","brown"
"SPIN2B","brown"
"SPON2","brown"
"SPRED2","brown"
"SPRING1","brown"
"SPRY4","brown"
"SPRYD4","brown"
"SPTSSA","brown"
"SRF","brown"
"SRI","brown"
"SRRM2","brown"
"SRSF4","brown"
"SRSF8","brown"
"SS18L2","brown"
"SSR2","brown"
"ST20","brown"
"ST3GAL1","brown"
"STAG3L1","brown"
"STAM2","brown"
"STARD3","brown"
"STAT6","brown"
"STK25","brown"
"STK3","brown"
"STK36","brown"
"STOML2","brown"
"STRN4","brown"
"STS","brown"
"SUMF2","brown"
"SUMO2","brown"
"SUN2","brown"
"SUPT6H","brown"
"SUPT7L","brown"
"SURF4","brown"
"SUSD2","brown"
"SUSD6","brown"
"SUZ12P1","brown"
"SYCE1L","brown"
"SYMPK","brown"
"SYNJ2BP-COX16","brown"
"SYNRG","brown"
"SYS1","brown"
"SYVN1","brown"
"SZRD1","brown"
"SZT2","brown"
"TAB3","brown"
"TADA3","brown"
"TAF10","brown"
"TAF2","brown"
"TAF6","brown"
"TAF9B","brown"
"TAGLN2","brown"
"TALDO1","brown"
"TANGO2","brown"
"TANK","brown"
"TAOK2","brown"
"TAPBP","brown"
"TAPBPL","brown"
"TAX1BP3","brown"
"TBC1D10A","brown"
"TBC1D20","brown"
"TBC1D9B","brown"
"TBCA","brown"
"TBCB","brown"
"TBL3","brown"
"TBRG1","brown"
"TCEAL1","brown"
"TCF12","brown"
"TCIRG1","brown"
"TCN2","brown"
"TCTN3","brown"
"TECR","brown"
"TEN1","brown"
"TEX261","brown"
"TFDP1","brown"
"TFE3","brown"
"TGFB1","brown"
"TGFB1I1","brown"
"TGFBRAP1","brown"
"TGM2","brown"
"TGOLN2","brown"
"THOC6","brown"
"THRA","brown"
"TIMM10B","brown"
"TIMM13","brown"
"TIMM23","brown"
"TIMM8B","brown"
"TIMMDC1","brown"
"TIMP1","brown"
"TIMP3","brown"
"TLE5","brown"
"TLK1","brown"
"TM9SF2","brown"
"TM9SF4","brown"
"TMBIM6","brown"
"TMCO1","brown"
"TMCO6","brown"
"TMED10","brown"
"TMED10P1","brown"
"TMED2","brown"
"TMED4","brown"
"TMEM102","brown"
"TMEM104","brown"
"TMEM109","brown"
"TMEM127","brown"
"TMEM138","brown"
"TMEM140","brown"
"TMEM141","brown"
"TMEM147","brown"
"TMEM14C","brown"
"TMEM161B","brown"
"TMEM167B","brown"
"TMEM170A","brown"
"TMEM175","brown"
"TMEM179B","brown"
"TMEM184B","brown"
"TMEM184C","brown"
"TMEM204","brown"
"TMEM209","brown"
"TMEM214","brown"
"TMEM222","brown"
"TMEM223","brown"
"TMEM234","brown"
"TMEM248","brown"
"TMEM254","brown"
"TMEM256","brown"
"TMEM258","brown"
"TMEM259","brown"
"TMEM265","brown"
"TMEM33","brown"
"TMEM50A","brown"
"TMEM53","brown"
"TMEM63A","brown"
"TMEM80","brown"
"TMEM94","brown"
"TMEM9B","brown"
"TMLHE","brown"
"TMPPE","brown"
"TMSB10","brown"
"TNFAIP1","brown"
"TNFAIP2","brown"
"TNFRSF1A","brown"
"TNFSF10","brown"
"TNPO2","brown"
"TNRC6B","brown"
"TOM1","brown"
"TOM1L2","brown"
"TOMM22","brown"
"TOMM34","brown"
"TOMM5","brown"
"TOP1","brown"
"TPCN1","brown"
"TPD52L2","brown"
"TPGS2","brown"
"TPM3P9","brown"
"TPP1","brown"
"TPPP3","brown"
"TPRA1","brown"
"TPT1-AS1","brown"
"TRAF7","brown"
"TRAM2","brown"
"TRAPPC1","brown"
"TRAPPC9","brown"
"TRIAP1","brown"
"TRIM41","brown"
"TRIM68","brown"
"TRIM8","brown"
"TRIR","brown"
"TRMT112","brown"
"TRRAP","brown"
"TRUB2","brown"
"TSC2","brown"
"TSEN15","brown"
"TSKU","brown"
"TSPAN17","brown"
"TSPAN4","brown"
"TSPO","brown"
"TTLL5","brown"
"TTTY6","brown"
"TTYH3","brown"
"TUBA1B","brown"
"TUBA4A","brown"
"TUBB","brown"
"TUBB4B","brown"
"TUBG1","brown"
"TUBG2","brown"
"TUBGCP4","brown"
"TUG1","brown"
"TULP3","brown"
"TULP4","brown"
"TUSC1","brown"
"TWF2","brown"
"TXN2","brown"
"TXNDC12","brown"
"TXNL4A","brown"
